codigo_municipio;municipio;year;comarca;poblacion;renta_media;densidad;zona_costera;rural;residuos_total_tn;residuos_selectiva_tn;pct_selectiva
08007;Municipio 007;2001;Comarca 3;3412;25587;264,5;0;0;1665,0760554598794;679,9359657385112;40,8351296332058
08007;Municipio 007;2002;Comarca 3;3343;25587;264,5;0;0;1412,5503955599909;458,0895176593985;32,4299592495455
08007;Municipio 007;2003;Comarca 3;3166;25587;264,5;0;0;1401,2406316415738;359,7307047942638;25,6723004365663
08007;Municipio 007;2004;Comarca 3;3184;25587;264,5;0;0;1459,3442637500630;245,3696920227863;16,8136948983006
08007;Municipio 007;2005;Comarca 3;3245;25587;264,5;0;0;1463,9537969402725;414,9520222807411;28,3446119097480
08007;Municipio 007;2006;Comarca 3;3293;25587;264,5;0;0;1374,3131545513459;424,4559385593670;30,8849505772164
08007;Municipio 007;2007;Comarca 3;3166;25587;264,5;0;0;1584,0496793149912;442,4088291135523;27,9289743807068
08007;Municipio 007;2008;Comarca 3;3244;25587;264,5;0;0;1507,9548329521238;430,4719644767349;28,5467412597498
08007;Municipio 007;2009;Comarca 3;3170;25587;264,5;0;0;1656,9898802141372;544,5107582318673;32,8614413843915
08007;Municipio 007;2010;Comarca 3;3218;25587;264,5;0;0;1552,6467575317879;352,3764919145303;22,6952132032077
08007;Municipio 007;2011;Comarca 3;3220;25587;264,5;0;0;1365,8191959563699;622,1671708713969;45,5526743739859
08007;Municipio 007;2012;Comarca 3;3254;25587;264,5;0;0;1555,6597096933290;531,2444056895505;34,1491395823497
08007;Municipio 007;2013;Comarca 3;3187;25587;264,5;0;0;1334,2841343595617;567,3837599010710;42,5234584816080
08007;Municipio 007;2014;Comarca 3;3137;25587;264,5;0;0;1405,8760777388593;692,9503845601182;49,2895779032406
08007;Municipio 007;2015;Comarca 3;3083;25587;264,5;0;0;1391,4609120249484;435,5412738791581;31,3010067415641
08007;Municipio 007;2016;Comarca 3;3046;25587;264,5;0;0;1540,6680801992800;602,7066172929401;39,1198224354062
08007;Municipio 007;2017;Comarca 3;3125;25587;264,5;0;0;1477,0144251209279;440,7529681660590;29,8408032223499
08007;Municipio 007;2018;Comarca 3;3293;25587;264,5;0;0;1456,4904866022775;614,6050017858746;42,1976667502741
08007;Municipio 007;2019;Comarca 3;3347;25587;264,5;0;0;1464,0709984080920;615,9467270890838;42,0708235979548
08007;Municipio 007;2020;Comarca 3;3152;25587;264,5;0;0;1215,1350239331391;496,9861411027078;40,8996639315084
08007;Municipio 007;2021;Comarca 3;3107;25587;264,5;0;0;1380,8203326031103;633,0007404507461;45,8423681564291
08007;Municipio 007;2022;Comarca 3;3224;25587;264,5;0;0;1471,2643429134616;678,5484909257602;46,1200935232393
08007;Municipio 007;2023;Comarca 3;3217;25587;264,5;0;0;1347,8508726610294;611,0499923797739;45,3351334909472
08008;Municipio 008;2000;Comarca 33;2097;17262;344,1;0;1;956,5719181296272;318,7668759205831;33,3238797709914
08008;Municipio 008;2001;Comarca 33;2048;17262;344,1;0;1;851,0462111960640;255,2015757554468;29,9868059334622
08008;Municipio 008;2002;Comarca 33;2007;17262;344,1;0;1;814,1467933808959;248,2309859077604;30,4897087264737
08008;Municipio 008;2003;Comarca 33;2121;17262;344,1;0;1;972,2953585352946;306,3151456944643;31,5043307576733
08008;Municipio 008;2004;Comarca 33;2105;17262;344,1;0;1;934,1312371324566;300,3679311154863;32,1547893032181
08008;Municipio 008;2005;Comarca 33;2138;17262;344,1;0;1;844,1577426947797;194,2427826196210;23,0102471132404
08008;Municipio 008;2006;Comarca 33;2065;17262;344,1;0;1;877,4529879992002;279,3257506122993;31,8336998600037
08008;Municipio 008;2007;Comarca 33;2022;17262;344,1;0;1;878,7312521031115;277,7489954675493;31,6079569040931
08008;Municipio 008;2008;Comarca 33;1996;17262;344,1;0;1;916,3139027699303;334,0952689702494;36,4607879418080
08008;Municipio 008;2009;Comarca 33;2004;17262;344,1;0;1;851,3496323374363;294,1449784887798;34,5504323154737
08008;Municipio 008;2010;Comarca 33;2173;17262;344,1;0;1;1143,6950606142029;418,4629545660310;36,5886825060958
08008;Municipio 008;2011;Comarca 33;2169;17262;344,1;0;1;834,3649334998444;297,7411990171337;35,6847689857030
08008;Municipio 008;2012;Comarca 33;2075;17262;344,1;0;1;901,0355463145441;364,9245891936770;40,5005763297916
08008;Municipio 008;2013;Comarca 33;2052;17262;344,1;0;1;892,5234397773067;289,1159215514243;32,3930900485439
08008;Municipio 008;2014;Comarca 33;2032;17262;344,1;0;1;894,7508543616699;469,3404344129093;52,4548741278090
08008;Municipio 008;2015;Comarca 33;2164;17262;344,1;0;1;878,9468189986336;476,4848598510562;54,2108862051410
08008;Municipio 008;2016;Comarca 33;2084;17262;344,1;0;1;743,3981993445117;421,3712866036800;56,6817739100286
08008;Municipio 008;2017;Comarca 33;2121;17262;344,1;0;1;897,8680067131833;515,7387918743940;57,4403796569558
08008;Municipio 008;2018;Comarca 33;2178;17262;344,1;0;1;759,0574793276597;471,0440684084117;62,0564425273356
08008;Municipio 008;2019;Comarca 33;2056;17262;344,1;0;1;611,9491101328800;350,2302212052396;57,2319193550571
08008;Municipio 008;2020;Comarca 33;2209;17262;344,1;0;1;877,3247859704541;499,4387883685596;56,9274681799973
08008;Municipio 008;2021;Comarca 33;2082;17262;344,1;0;1;751,0638017902648;431,6148989214549;57,4671416586235
08008;Municipio 008;2022;Comarca 33;2064;17262;344,1;0;1;728,1586138241561;408,4433897499623;56,0926399819529
08008;Municipio 008;2023;Comarca 33;2068;17262;344,1;0;1;781,4462788273186;473,9745275290031;60,6535011261779
08010;Municipio 010;2000;Comarca 16;130441;22181;41,2;0;0;61057,6633268984879;18002,6828206108403;29,4847228663595
08010;Municipio 010;2001;Comarca 16;133093;22181;41,2;0;0;59698,2165307459145;11312,2639107400009;18,9490818455421
08010;Municipio 010;2002;Comarca 16;139063;22181;41,2;0;0;68845,5272932315420;5694,3566422446538;8,2712078273304
08010;Municipio 010;2003;Comarca 16;134215;22181;41,2;0;0;59684,9580313535771;16004,9092913312998;26,8156497369465
08010;Municipio 010;2004;Comarca 16;143546;22181;41,2;0;0;68060,0427094153129;15500,9537687812881;22,7754099934423
08010;Municipio 010;2005;Comarca 16;139155;22181;41,2;0;0;61633,8417740433797;11507,9504871045428;18,6714800763094
08010;Municipio 010;2006;Comarca 16;136694;22181;41,2;0;0;56221,0840161447268;13501,2274966963378;24,0145271706594
08010;Municipio 010;2007;Comarca 16;138552;22181;41,2;0;0;69529,3355024556076;11338,3202678779235;16,3072466980178
08010;Municipio 010;2008;Comarca 16;142810;22181;41,2;0;0;61449,8623798216577;16499,7868381234402;26,8508117009901
08010;Municipio 010;2009;Comarca 16;145030;22181;41,2;0;0;63862,3004322038832;13020,0299662251382;20,3876620135962
08010;Municipio 010;2010;Comarca 16;140879;22181;41,2;0;0;56427,6209553566150;11666,2040786132638;20,6746339489363
08010;Municipio 010;2011;Comarca 16;145905;22181;41,2;0;0;77096,5346694599866;24383,3031717873382;31,6269768496433
08010;Municipio 010;2012;Comarca 16;150618;22181;41,2;0;0;71682,4776342281548;20057,6564227927738;27,9812543940520
08010;Municipio 010;2013;Comarca 16;148207;22181;41,2;0;0;69298,2060655136884;19336,3243902447393;27,9030663102078
08010;Municipio 010;2014;Comarca 16;150874;22181;41,2;0;0;65011,7509304032938;17304,5296618527318;26,6175413124585
08010;Municipio 010;2015;Comarca 16;145676;22181;41,2;0;0;57728,6726692993834;16486,6149937839618;28,5587979620250
08010;Municipio 010;2016;Comarca 16;154869;22181;41,2;0;0;75275,2374188409449;24714,6210146153899;32,8323388435165
08010;Municipio 010;2017;Comarca 16;152084;22181;41,2;0;0;73103,0019324254536;20309,2211949083867;27,7816514480236
08010;Municipio 010;2018;Comarca 16;155864;22181;41,2;0;0;66182,8362308753713;18839,3238993486957;28,4655735115804
08010;Municipio 010;2019;Comarca 16;151608;22181;41,2;0;0;71397,7896672582865;25712,0592904931837;36,0124023591227
08010;Municipio 010;2020;Comarca 16;151759;22181;41,2;0;0;62161,9064616297037;21780,4203517517017;35,0382116500818
08010;Municipio 010;2021;Comarca 16;150543;22181;41,2;0;0;64697,1863362434888;23158,0977408616527;35,7945979605738
08010;Municipio 010;2022;Comarca 16;154677;22181;41,2;0;0;74834,0784286157577;24545,7441487521428;32,8002223908808
08010;Municipio 010;2023;Comarca 16;153427;22181;41,2;0;0;66533,0396539769426;22734,5567789270644;34,1703263478781
08012;Municipio 012;2000;Comarca 24;1358;25549;94,9;0;1;629,5378197475543;184,9163936231572;29,3733573778473
08012;Municipio 012;2001;Comarca 24;1331;25549;94,9;0;1;624,8616801179822;158,2343091212068;25,3230937591388
08012;Municipio 012;2002;Comarca 24;1308;25549;94,9;0;1;568,4968256833131;158,0276499241772;27,7974551105424
08012;Municipio 012;2003;Comarca 24;1313;25549;94,9;0;1;623,6440378809850;201,6164654546857;32,3287730192591
08012;Municipio 012;2004;Comarca 24;1364;25549;94,9;0;1;592,3062274273607;162,1138773568153;27,3699430885515
08012;Municipio 012;2005;Comarca 24;1428;25549;94,9;0;1;647,5574946896029;205,2728747583266;31,6995597212138
08012;Municipio 012;2006;Comarca 24;1327;25549;94,9;0;1;577,3907316094327;184,2924389930483;31,9181498600345
08012;Municipio 012;2007;Comarca 24;1338;25549;94,9;0;1;581,7360499735377;184,7608311367739;31,7602512591713
08012;Municipio 012;2008;Comarca 24;1372;25549;94,9;0;1;606,9426723419623;195,7815927756119;32,2570156453434
08012;Municipio 012;2009;Comarca 24;1421;25549;94,9;0;1;527,0762168707759;149,4610517040967;28,3566298231856
08012;Municipio 012;2010;Comarca 24;1367;25549;94,9;0;1;616,0360228683800;264,5586522071482;42,9453217646775
08012;Municipio 012;2011;Comarca 24;1404;25549;94,9;0;1;571,4720157546117;249,9743067726538;43,7421780736840
08012;Municipio 012;2012;Comarca 24;1454;25549;94,9;0;1;661,8515469852215;229,9523442409427;34,7437949323215
08012;Municipio 012;2013;Comarca 24;1441;25549;94,9;0;1;628,6561617111289;230,9634460308774;36,7392320473280
08012;Municipio 012;2014;Comarca 24;1453;25549;94,9;0;1;626,2466013814523;239,4736674620403;38,2395157009682
08012;Municipio 012;2015;Comarca 24;1422;25549;94,9;0;1;707,4327210449015;270,4388849243975;38,2282126454301
08012;Municipio 012;2016;Comarca 24;1415;25549;94,9;0;1;685,9727956738916;250,2484910873063;36,4808185784489
08012;Municipio 012;2017;Comarca 24;1456;25549;94,9;0;1;652,9709663104140;273,5607168731062;41,8947749574303
08012;Municipio 012;2018;Comarca 24;1476;25549;94,9;0;1;619,6733397922092;294,1380287849233;47,4666263492237
08012;Municipio 012;2019;Comarca 24;1509;25549;94,9;0;1;626,2198806339092;313,3100945734370;50,0319622967383
08012;Municipio 012;2020;Comarca 24;1477;25549;94,9;0;1;580,7626370918599;237,7530506369232;40,9380761523262
08012;Municipio 012;2021;Comarca 24;1500;25549;94,9;0;1;578,0249195801368;255,7435768414084;44,2443860425904
08012;Municipio 012;2022;Comarca 24;1565;25549;94,9;0;1;668,6974179363217;269,7132702289102;40,3341276628937
08012;Municipio 012;2023;Comarca 24;1496;25549;94,9;0;1;663,4731514660269;319,0276849369771;48,0844905678618
08013;Municipio 013;2000;Comarca 27;3066;14452;42,3;0;0;1167,5505137545561;334,8925952360618;28,6833495673887
08013;Municipio 013;2001;Comarca 27;3094;14452;42,3;0;0;1452,8961155847082;310,3150339928659;21,3583772896235
08013;Municipio 013;2002;Comarca 27;3119;14452;42,3;0;0;1463,3011415097417;474,3825257708449;32,4186534346175
08013;Municipio 013;2003;Comarca 27;3139;14452;42,3;0;0;1366,0323136546212;379,9969153700436;27,8175641653320
08013;Municipio 013;2004;Comarca 27;3250;14452;42,3;0;0;1434,6438893123320;428,8577249175110;29,8929740064676
08013;Municipio 013;2005;Comarca 27;3106;14452;42,3;0;0;1249,1165112906399;461,0495617596945;36,9100526325858
08013;Municipio 013;2006;Comarca 27;3310;14452;42,3;0;0;1448,7188836237312;392,4520033051310;27,0895898259762
08013;Municipio 013;2007;Comarca 27;3346;14452;42,3;0;0;1417,2775540630657;439,9555091209015;31,0422971040240
08013;Municipio 013;2008;Comarca 27;3167;14452;42,3;0;0;1213,3981085751359;313,8287064101789;25,8636225153425
08013;Municipio 013;2009;Comarca 27;3405;14452;42,3;0;0;1423,6300760779554;467,8893835489461;32,8659383790179
08013;Municipio 013;2010;Comarca 27;3247;14452;42,3;0;0;1491,1761334333439;540,3406564275788;36,2358707541460
08013;Municipio 013;2011;Comarca 27;3229;14452;42,3;0;0;1236,9138332520456;324,3538193344999;26,2228306139743
08013;Municipio 013;2012;Comarca 27;3246;14452;42,3;0;0;1424,5050843862743;483,1014996386288;33,9136381423844
08013;Municipio 013;2013;Comarca 27;3224;14452;42,3;0;0;1231,9588458356943;450,1701107527259;36,5410023455252
08013;Municipio 013;2014;Comarca 27;3476;14452;42,3;0;0;1426,3697324282143;415,8702089264290;29,1558492494413
08013;Municipio 013;2015;Comarca 27;3417;14452;42,3;0;0;1427,1644297578439;523,2418219871953;36,6630369337314
08013;Municipio 013;2016;Comarca 27;3279;14452;42,3;0;0;1570,1878245114360;633,6969260324244;40,3580333600918
08013;Municipio 013;2017;Comarca 27;3467;14452;42,3;0;0;1460,3703011813711;525,9889954559230;36,0175083696527
08013;Municipio 013;2018;Comarca 27;3525;14452;42,3;0;0;1586,8023513940132;544,3680737262953;34,3059785138373
08013;Municipio 013;2019;Comarca 27;3423;14452;42,3;0;0;1482,1582698324012;597,5488798315334;40,3161316840409
08013;Municipio 013;2020;Comarca 27;3618;14452;42,3;0;0;1424,3132492331968;569,6519511353491;39,9948502509564
08013;Municipio 013;2021;Comarca 27;3663;14452;42,3;0;0;1598,3631529011118;566,3707751085328;35,4344239030123
08013;Municipio 013;2022;Comarca 27;3610;14452;42,3;0;0;1344,8812580817546;741,8231871331201;55,1590099627982
08013;Municipio 013;2023;Comarca 27;3720;14452;42,3;0;0;1479,8818544803239;667,8655248971189;45,1296515917919
08015;Municipio 015;2000;Comarca 34;2122;30778;911,4;0;1;930,6827414174198;290,9120676910395;31,2579200993868
08015;Municipio 015;2001;Comarca 34;2186;30778;911,4;0;1;945,4283386385569;203,3857085036579;21,5125462387280
08015;Municipio 015;2002;Comarca 34;2103;30778;911,4;0;1;1025,8606702854026;392,1539124078733;38,2268200513792
08015;Municipio 015;2003;Comarca 34;2194;30778;911,4;0;1;823,5777495581267;274,5409774982201;33,3351620591400
08015;Municipio 015;2004;Comarca 34;2133;30778;911,4;0;1;842,9056298856049;239,9463410877740;28,4665723635442
08015;Municipio 015;2005;Comarca 34;2161;30778;911,4;0;1;967,2684884122443;271,0242617479419;28,0195483461705
08015;Municipio 015;2006;Comarca 34;2126;30778;911,4;0;1;910,3818049796828;259,1223251167913;28,4630386612982
08015;Municipio 015;2007;Comarca 34;2172;30778;911,4;0;1;1066,3094277970708;335,8955688551078;31,5007595449144
08015;Municipio 015;2008;Comarca 34;2017;30778;911,4;0;1;816,7871464931818;261,1543893532257;31,9733715784429
08015;Municipio 015;2009;Comarca 34;2250;30778;911,4;0;1;979,9493098690247;389,1021097573844;39,7063507100576
08015;Municipio 015;2010;Comarca 34;2245;30778;911,4;0;1;1077,2261480738077;414,0318030019527;38,4349937793735
08015;Municipio 015;2011;Comarca 34;2250;30778;911,4;0;1;920,5099602877158;335,5310937994550;36,4505663463523
08015;Municipio 015;2012;Comarca 34;2156;30778;911,4;0;1;993,9047301043272;366,3003875364125;36,8546779627423
08015;Municipio 015;2013;Comarca 34;2271;30778;911,4;0;1;976,0046659848608;365,2906060226036;37,4271372620948
08015;Municipio 015;2014;Comarca 34;2087;30778;911,4;0;1;970,4959031992353;289,2287869026526;29,8021646406967
08015;Municipio 015;2015;Comarca 34;2190;30778;911,4;0;1;898,4421676202770;412,9086685983826;45,9582913046104
08015;Municipio 015;2016;Comarca 34;2275;30778;911,4;0;1;1020,4008058805446;422,1630737080696;41,3722795273342
08015;Municipio 015;2017;Comarca 34;2272;30778;911,4;0;1;1045,9427121765646;464,3688437671457;44,3971585021911
08015;Municipio 015;2018;Comarca 34;2234;30778;911,4;0;1;994,1623021505148;431,0548521232428;43,3585996160596
08015;Municipio 015;2019;Comarca 34;2274;30778;911,4;0;1;949,2956547372755;321,5218594830284;33,8695176659175
08015;Municipio 015;2020;Comarca 34;2334;30778;911,4;0;1;865,9368895455717;371,7576556013914;42,9312644015528
08015;Municipio 015;2021;Comarca 34;2316;30778;911,4;0;1;964,2318488694083;549,6088232559438;56,9996545851889
08015;Municipio 015;2022;Comarca 34;2245;30778;911,4;0;1;1019,7140683562169;409,2528177210617;40,1340758572429
08015;Municipio 015;2023;Comarca 34;2307;30778;911,4;0;1;1094,7449126658935;507,7234057410338;46,3782384249349
08017;Municipio 017;2000;Comarca 19;6541;28336;424,3;1;0;3193,2075379269995;869,5926676954474;27,2325759402403
08017;Municipio 017;2001;Comarca 19;6797;28336;424,3;1;0;3398,2945574129831;849,8998068787853;25,0095979768684
08017;Municipio 017;2002;Comarca 19;6940;28336;424,3;1;0;3618,4025724693488;1073,9881641754662;29,6812790358628
08017;Municipio 017;2003;Comarca 19;6892;28336;424,3;1;0;3494,1326819008077;1223,7409388197862;35,0227381220701
08017;Municipio 017;2004;Comarca 19;6817;28336;424,3;1;0;3102,6892983974949;977,5057930495777;31,5051137590364
08017;Municipio 017;2005;Comarca 19;7250;28336;424,3;1;0;3495,6482595563457;1388,5293404851493;39,7216549659769
08017;Municipio 017;2006;Comarca 19;7250;28336;424,3;1;0;3372,4806037057897;1305,9216438720337;38,7228807909835
08017;Municipio 017;2007;Comarca 19;7437;28336;424,3;1;0;3752,3330872458482;1008,3586761748244;26,8728455797868
08017;Municipio 017;2008;Comarca 19;7675;28336;424,3;1;0;4058,2143059062905;1374,0795599944643;33,8592163059166
08017;Municipio 017;2009;Comarca 19;7595;28336;424,3;1;0;3970,2343212783189;1396,8032639636303;35,1818847688036
08017;Municipio 017;2010;Comarca 19;7656;28336;424,3;1;0;3861,4060954290812;1248,3869640737253;32,3298542867972
08017;Municipio 017;2011;Comarca 19;7628;28336;424,3;1;0;3716,6222750174238;1560,7886679491432;41,9948155194713
08017;Municipio 017;2012;Comarca 19;7685;28336;424,3;1;0;3424,7836530870823;1511,5581318912987;44,1358720726428
08017;Municipio 017;2013;Comarca 19;7716;28336;424,3;1;0;4001,8741969467519;1305,4001545289957;32,6197199183562
08017;Municipio 017;2014;Comarca 19;8171;28336;424,3;1;0;4070,6727361509629;1570,7818962408180;38,5877715565530
08017;Municipio 017;2015;Comarca 19;8000;28336;424,3;1;0;4035,8147693520800;1723,3804249239568;42,7021685437915
08017;Municipio 017;2016;Comarca 19;8219;28336;424,3;1;0;3764,6686076160290;1281,1073995131835;34,0297522316166
08017;Municipio 017;2017;Comarca 19;8212;28336;424,3;1;0;4038,7023034574877;1852,7544498683378;45,8749942594733
08017;Municipio 017;2018;Comarca 19;8327;28336;424,3;1;0;4589,7416498654429;1848,9831861006212;40,2851255506904
08017;Municipio 017;2019;Comarca 19;8490;28336;424,3;1;0;4405,9467483919434;1758,3304985532957;39,9081196157226
08017;Municipio 017;2020;Comarca 19;8521;28336;424,3;1;0;4053,0090751743292;1777,8585897649546;43,8651519596828
08017;Municipio 017;2021;Comarca 19;8452;28336;424,3;1;0;4506,6042378202510;1654,5276826422353;36,7134009407157
08017;Municipio 017;2022;Comarca 19;8495;28336;424,3;1;0;4372,0366056793573;1709,6312063109237;39,1037715487121
08017;Municipio 017;2023;Comarca 19;8598;28336;424,3;1;0;4194,6629584882985;1892,6018954419064;45,1192840562326
08018;Municipio 018;2000;Comarca 16;1864;25540;112,4;0;1;780,3759858364085;223,4475486469894;28,6333194130132
08018;Municipio 018;2001;Comarca 16;1837;25540;112,4;0;1;771,9663658198843;258,4660944689158;33,4815227596614
08018;Municipio 018;2002;Comarca 16;1849;25540;112,4;0;1;800,8790848794946;168,9391268539635;21,0942113539378
08018;Municipio 018;2003;Comarca 16;1903;25540;112,4;0;1;737,1315844305606;196,4106676807008;26,6452654898012
08018;Municipio 018;2004;Comarca 16;1828;25540;112,4;0;1;785,5500994096424;181,0155132423498;23,0431532474360
08018;Municipio 018;2005;Comarca 16;1885;25540;112,4;0;1;849,0040875294569;262,3953268937666;30,9062501285852
08018;Municipio 018;2006;Comarca 16;1965;25540;112,4;0;1;724,4663790248828;273,1228164897968;37,6998608075387
08018;Municipio 018;2007;Comarca 16;1968;25540;112,4;0;1;928,9303610091476;349,8291358634390;37,6593499951278
08018;Municipio 018;2008;Comarca 16;1942;25540;112,4;0;1;709,8459112140705;340,1962918905737;47,9253717625458
08018;Municipio 018;2009;Comarca 16;1932;25540;112,4;0;1;824,0144321649452;343,0485265885704;41,6313735776780
08018;Municipio 018;2010;Comarca 16;2006;25540;112,4;0;1;783,0107011554559;323,2369903127864;41,2812992001002
08018;Municipio 018;2011;Comarca 16;2031;25540;112,4;0;1;774,4756623713381;437,8144318143724;56,5304312434873
08018;Municipio 018;2012;Comarca 16;2013;25540;112,4;0;1;783,5617660502078;384,6690558689986;49,0923718506641
08018;Municipio 018;2013;Comarca 16;2082;25540;112,4;0;1;760,3222295178438;520,0883255691668;68,4036722034261
08018;Municipio 018;2014;Comarca 16;2033;25540;112,4;0;1;794,4281361772238;446,1984203397699;56,1659890958633
08018;Municipio 018;2015;Comarca 16;1998;25540;112,4;0;1;773,8600722653872;487,8889394179967;63,0461445038452
08018;Municipio 018;2016;Comarca 16;2138;25540;112,4;0;1;790,7906952949521;483,2513156578672;61,1098889419307
08018;Municipio 018;2017;Comarca 16;2086;25540;112,4;0;1;777,4335927215130;487,2990716878262;62,6804753807935
08018;Municipio 018;2018;Comarca 16;2202;25540;112,4;0;1;797,5983022270054;554,0751321077884;69,4679427677734
08018;Municipio 018;2019;Comarca 16;2181;25540;112,4;0;1;724,6330880974502;481,0169878593589;66,3807650741268
08018;Municipio 018;2020;Comarca 16;2152;25540;112,4;0;1;891,2841674961355;673,2551265414993;75,5376513006912
08018;Municipio 018;2021;Comarca 16;2279;25540;112,4;0;1;921,9962172914621;557,0940215956952;60,4225929724814
08018;Municipio 018;2022;Comarca 16;2258;25540;112,4;0;1;838,8058542649342;495,2651344446991;59,0440722279784
08018;Municipio 018;2023;Comarca 16;2159;25540;112,4;0;1;910,4764758741838;599,9495135007561;65,8940158695172
08019;Municipio 019;2000;Comarca 14;11862;25175;136,2;0;0;5041,3835226451683;1105,2626381903140;21,9237959823059
08019;Municipio 019;2001;Comarca 14;11334;25175;136,2;0;0;5439,8693202806935;1432,9564343134834;26,3417437064379
08019;Municipio 019;2002;Comarca 14;11102;25175;136,2;0;0;5225,8221874607989;2006,7750443114885;38,4011352151760
08019;Municipio 019;2003;Comarca 14;11204;25175;136,2;0;0;5595,9835811720313;1721,9560349673748;30,7712846185071
08019;Municipio 019;2004;Comarca 14;10916;25175;136,2;0;0;5608,1228924506586;1919,2298708365486;34,2223219362776
08019;Municipio 019;2005;Comarca 14;10738;25175;136,2;0;0;4765,7572458507257;1411,5937166105898;29,6195052284626
08019;Municipio 019;2006;Comarca 14;10499;25175;136,2;0;0;5074,0052757192316;1584,5876119486738;31,2295223564595
08019;Municipio 019;2007;Comarca 14;10991;25175;136,2;0;0;4985,7751410108876;1473,5519584369281;29,5551226591851
08019;Municipio 019;2008;Comarca 14;10318;25175;136,2;0;0;4458,1146092915351;1180,0250269435596;26,4691496374761
08019;Municipio 019;2009;Comarca 14;10515;25175;136,2;0;0;4640,8512693458260;1589,6344890382004;34,2530798075387
08019;Municipio 019;2010;Comarca 14;9890;25175;136,2;0;0;4899,0767577057986;1458,6649226296704;29,7742818651560
08019;Municipio 019;2011;Comarca 14;9881;25175;136,2;0;0;4240,8740246146426;1248,4539821639185;29,4386009798384
08019;Municipio 019;2012;Comarca 14;10339;25175;136,2;0;0;5381,8233532612721;1818,0073460552887;33,7805094430239
08019;Municipio 019;2013;Comarca 14;9910;25175;136,2;0;0;3981,1466207348103;1433,0855271128391;35,9968035251194
08019;Municipio 019;2014;Comarca 14;10198;25175;136,2;0;0;5163,8652319284884;1714,2947567200824;33,1978988553089
08019;Municipio 019;2015;Comarca 14;10159;25175;136,2;0;0;4663,4032104209782;1557,2877410677370;33,3938042841283
08019;Municipio 019;2016;Comarca 14;9701;25175;136,2;0;0;3999,0954058664388;1788,0874152824360;44,7122970024525
08019;Municipio 019;2017;Comarca 14;9470;25175;136,2;0;0;4494,1207493053253;1939,3342160795228;43,1526949154469
08019;Municipio 019;2018;Comarca 14;9096;25175;136,2;0;0;4033,3713102485440;1479,8119535861510;36,6892071113324
