codigo_municipio;year;frac_recogidas_pap;anyo_inicio_pap
17004;2011;NA;NA
17004;2012;NA;NA
17004;2013;NA;NA
17004;2014;NA;NA
17004;2015;NA;NA
17004;2016;NA;NA
17004;2017;NA;NA
17004;2018;NA;NA
17004;2019;NA;NA
17004;2020;NA;NA
17004;2021;NA;NA
17004;2022;NA;NA
17004;2023;NA;NA
43005;2000;NA;NA
43005;2001;NA;NA
43005;2002;NA;NA
43005;2003;NA;NA
43005;2004;NA;NA
43005;2005;NA;NA
43005;2006;NA;NA
43005;2007;NA;NA
43005;2008;NA;NA
43005;2009;NA;NA
43005;2010;NA;NA
43005;2011;NA;NA
43005;2012;NA;NA
43005;2013;NA;NA
43005;2014;NA;NA
43005;2015;NA;NA
43005;2016;NA;NA
43005;2017;NA;NA
43005;2018;NA;NA
43005;2019;NA;NA
43005;2020;NA;NA
43005;2021;NA;NA
43005;2022;NA;NA
43005;2023;NA;NA
17006;2000;NA;NA
17006;2001;NA;NA
17006;2002;NA;NA
17006;2003;NA;NA
17006;2004;NA;NA
17006;2005;NA;NA
17006;2006;NA;NA
17006;2007;NA;NA
17006;2008;NA;NA
17006;2009;NA;NA
17006;2010;NA;NA
17006;2011;NA;NA
17006;2012;NA;NA
17006;2013;NA;NA
17006;2014;NA;NA
17006;2015;NA;NA
17006;2016;NA;NA
17006;2017;NA;NA
17006;2018;NA;NA
17006;2019;NA;NA
17006;2020;NA;NA
17006;2021;NA;NA
17006;2022;NA;NA
17006;2023;NA;NA
08007;2000;NA;NA
08007;2001;NA;NA
08007;2002;NA;NA
08007;2003;NA;NA
08007;2004;NA;NA
08007;2005;NA;NA
08007;2006;NA;NA
08007;2007;NA;NA
08007;2008;NA;NA
08007;2009;NA;NA
08007;2010;NA;NA
08007;2011;NA;NA
08007;2012;NA;NA
08007;2013;NA;NA
08007;2014;NA;NA
08007;2015;NA;NA
08007;2016;NA;NA
08007;2017;NA;NA
08007;2018;NA;NA
08007;2019;NA;NA
08007;2020;NA;NA
08007;2021;NA;NA
08007;2022;NA;NA
08007;2023;NA;NA
08008;2000;NA;2013
08008;2001;NA;2013
08008;2002;NA;2013
08008;2003;NA;2013
08008;2004;NA;2013
08008;2005;NA;2013
08008;2006;NA;2013
08008;2007;NA;2013
08008;2008;NA;2013
08008;2009;NA;2013
08008;2010;NA;2013
08008;2011;NA;2013
08008;2012;NA;2013
08008;2013;Orgánica, Resto;2013
08008;2014;Orgánica, Resto;2013
08008;2015;Orgánica, Papel y cartón, Envases, Vidrio;2013
08008;2016;Orgánica, Papel y cartón, Envases, Vidrio;2013
08008;2017;Orgánica, Papel y cartón, Envases, Vidrio;2013
08008;2018;Orgánica, Papel y cartón, Envases, Vidrio;2013
08008;2019;Orgánica, Papel y cartón, Envases, Vidrio;2013
08008;2020;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2013
08008;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2013
08008;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2013
08008;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2013
17009;2000;NA;NA
17009;2001;NA;NA
17009;2002;NA;NA
17009;2003;NA;NA
17009;2004;NA;NA
17009;2005;NA;NA
17009;2006;NA;NA
17009;2007;NA;NA
17009;2008;NA;NA
17009;2009;NA;NA
17009;2010;NA;NA
17009;2011;NA;NA
17009;2012;NA;NA
17009;2013;NA;NA
17009;2014;NA;NA
17009;2015;NA;NA
17009;2016;NA;NA
17009;2017;NA;NA
17009;2018;NA;NA
17009;2019;NA;NA
17009;2020;NA;NA
17009;2021;NA;NA
17009;2022;NA;NA
17009;2023;NA;NA
08010;2000;NA;NA
08010;2001;NA;NA
08010;2002;NA;NA
08010;2003;NA;NA
08010;2004;NA;NA
08010;2005;NA;NA
08010;2006;NA;NA
08010;2007;NA;NA
08010;2008;NA;NA
08010;2009;NA;NA
08010;2010;NA;NA
08010;2011;NA;NA
08010;2012;NA;NA
08010;2013;NA;NA
08010;2014;NA;NA
08010;2015;NA;NA
08010;2016;NA;NA
08010;2017;NA;NA
08010;2018;NA;NA
08010;2019;NA;NA
08010;2020;NA;NA
08010;2021;NA;NA
08010;2022;NA;NA
08010;2023;NA;NA
17011;2000;NA;2014
17011;2001;NA;2014
17011;2002;NA;2014
17011;2003;NA;2014
17011;2004;NA;2014
17011;2005;NA;2014
17011;2006;NA;2014
17011;2007;NA;2014
17011;2008;NA;2014
17011;2009;NA;2014
17011;2010;NA;2014
17011;2011;NA;2014
17011;2012;NA;2014
17011;2013;NA;2014
17011;2014;Orgánica, Resto;2014
17011;2015;Orgánica, Resto;2014
17011;2016;Orgánica, Papel y cartón, Envases;2014
17011;2017;Orgánica, Papel y cartón, Envases, Vidrio;2014
17011;2018;Orgánica, Papel y cartón, Envases;2014
17011;2019;Orgánica, Papel y cartón, Envases, Vidrio;2014
17011;2020;Orgánica, Papel y cartón, Envases, Vidrio;2014
17011;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2014
17011;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2014
17011;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2014
08012;2000;NA;NA
08012;2001;NA;NA
08012;2002;NA;NA
08012;2003;NA;NA
08012;2004;NA;NA
08012;2005;NA;NA
08012;2006;NA;NA
08012;2007;NA;NA
08012;2008;NA;NA
08012;2009;NA;NA
08012;2010;NA;NA
08012;2011;NA;NA
08012;2012;NA;NA
08012;2013;NA;NA
08012;2014;NA;NA
08012;2015;NA;NA
08012;2016;NA;NA
08012;2017;NA;NA
08012;2018;NA;NA
08012;2019;NA;NA
08012;2020;NA;NA
08012;2021;NA;NA
08012;2022;NA;NA
08012;2023;NA;NA
08013;2000;NA;NA
08013;2001;NA;NA
08013;2002;NA;NA
08013;2003;NA;NA
08013;2004;NA;NA
08013;2005;NA;NA
08013;2006;NA;NA
08013;2007;NA;NA
08013;2008;NA;NA
08013;2009;NA;NA
08013;2010;NA;NA
08013;2011;NA;NA
08013;2012;NA;NA
08013;2013;NA;NA
08013;2014;NA;NA
08013;2015;NA;NA
08013;2016;NA;NA
08013;2017;NA;NA
08013;2018;NA;NA
08013;2019;NA;NA
08013;2020;NA;NA
08013;2021;NA;NA
08013;2022;NA;NA
08013;2023;NA;NA
25014;2000;NA;NA
25014;2001;NA;NA
25014;2002;NA;NA
25014;2003;NA;NA
25014;2004;NA;NA
25014;2005;NA;NA
25014;2006;NA;NA
25014;2007;NA;NA
25014;2008;NA;NA
25014;2009;NA;NA
25014;2010;NA;NA
25014;2011;NA;NA
25014;2012;NA;NA
25014;2013;NA;NA
25014;2014;NA;NA
25014;2015;NA;NA
25014;2016;NA;NA
25014;2017;NA;NA
25014;2018;NA;NA
25014;2019;NA;NA
25014;2020;NA;NA
25014;2021;NA;NA
25014;2022;NA;NA
25014;2023;NA;NA
08015;2000;NA;NA
08015;2001;NA;NA
08015;2002;NA;NA
08015;2003;NA;NA
08015;2004;NA;NA
08015;2005;NA;NA
08015;2006;NA;NA
08015;2007;NA;NA
08015;2008;NA;NA
08015;2009;NA;NA
08015;2010;NA;NA
08015;2011;NA;NA
08015;2012;NA;NA
08015;2013;NA;NA
08015;2014;NA;NA
08015;2015;NA;NA
08015;2016;NA;NA
08015;2017;NA;NA
08015;2018;NA;NA
08015;2019;NA;NA
08015;2020;NA;NA
08015;2021;NA;NA
08015;2022;NA;NA
08015;2023;NA;NA
43016;2000;NA;2012
43016;2001;NA;2012
43016;2002;NA;2012
43016;2003;NA;2012
43016;2004;NA;2012
43016;2005;NA;2012
43016;2006;NA;2012
43016;2007;NA;2012
43016;2008;NA;2012
43016;2009;NA;2012
43016;2010;NA;2012
43016;2011;NA;2012
43016;2012;Orgánica, Resto;2012
43016;2013;Orgánica, Papel y cartón, Envases;2012
43016;2014;Orgánica, Papel y cartón, Envases;2012
43016;2015;Orgánica, Papel y cartón, Envases, Vidrio;2012
43016;2016;Orgánica, Papel y cartón, Envases;2012
43016;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
43016;2018;Orgánica, Papel y cartón, Envases, Vidrio;2012
43016;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
43016;2020;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
43016;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
43016;2022;Orgánica, Papel y cartón, Envases, Vidrio;2012
43016;2023;Orgánica, Papel y cartón, Envases, Vidrio;2012
08017;2000;NA;NA
08017;2001;NA;NA
08017;2002;NA;NA
08017;2003;NA;NA
08017;2004;NA;NA
08017;2005;NA;NA
08017;2006;NA;NA
08017;2007;NA;NA
08017;2008;NA;NA
08017;2009;NA;NA
08017;2010;NA;NA
08017;2011;NA;NA
08017;2012;NA;NA
08017;2013;NA;NA
08017;2014;NA;NA
08017;2015;NA;NA
08017;2016;NA;NA
08017;2017;NA;NA
08017;2018;NA;NA
08017;2019;NA;NA
08017;2020;NA;NA
08017;2021;NA;NA
08017;2022;NA;NA
08017;2023;NA;NA
08018;2000;NA;2007
08018;2001;NA;2007
08018;2002;NA;2007
08018;2003;NA;2007
08018;2004;NA;2007
08018;2005;NA;2007
08018;2006;NA;2007
08018;2007;Orgánica, Resto;2007
08018;2008;Orgánica, Papel y cartón, Envases;2007
08018;2009;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2010;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2011;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2012;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2007
08018;2013;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2014;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2015;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2016;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2007
08018;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2007
08018;2018;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2019;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2020;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2021;Orgánica, Papel y cartón, Envases, Vidrio;2007
08018;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2007
08018;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2007
08019;2000;NA;NA
08019;2001;NA;NA
08019;2002;NA;NA
08019;2003;NA;NA
08019;2004;NA;NA
08019;2005;NA;NA
08019;2006;NA;NA
08019;2007;NA;NA
08019;2008;NA;NA
08019;2009;NA;NA
08019;2010;NA;NA
08019;2011;NA;NA
08019;2012;NA;NA
08019;2013;NA;NA
08019;2014;NA;NA
08019;2015;NA;NA
08019;2016;NA;NA
08019;2017;NA;NA
08019;2018;NA;NA
08019;2019;NA;NA
08019;2020;NA;NA
08019;2021;NA;NA
08019;2022;NA;NA
08019;2023;NA;NA
08020;2000;NA;NA
08020;2001;NA;NA
08020;2002;NA;NA
08020;2003;NA;NA
08020;2004;NA;NA
08020;2005;NA;NA
08020;2006;NA;NA
08020;2007;NA;NA
08020;2008;NA;NA
08020;2009;NA;NA
08020;2010;NA;NA
08020;2011;NA;NA
08020;2012;NA;NA
08020;2013;NA;NA
08020;2014;NA;NA
08020;2015;NA;NA
08020;2016;NA;NA
08020;2017;NA;NA
08020;2018;NA;NA
08020;2019;NA;NA
08020;2020;NA;NA
08020;2021;NA;NA
08020;2022;NA;NA
08020;2023;NA;NA
08021;2000;NA;NA
08021;2001;NA;NA
08021;2002;NA;NA
08021;2003;NA;NA
08021;2004;NA;NA
08021;2005;NA;NA
08021;2006;NA;NA
08021;2007;NA;NA
08021;2008;NA;NA
08021;2009;NA;NA
08021;2010;NA;NA
08021;2011;NA;NA
08021;2012;NA;NA
08021;2013;NA;NA
08021;2014;NA;NA
08021;2015;NA;NA
08021;2016;NA;NA
08021;2017;NA;NA
08021;2018;NA;NA
08021;2019;NA;NA
08021;2020;NA;NA
08021;2021;NA;NA
08021;2022;NA;NA
08021;2023;NA;NA
08022;2000;NA;NA
08022;2001;NA;NA
08022;2002;NA;NA
08022;2003;NA;NA
08022;2004;NA;NA
08022;2005;NA;NA
08022;2006;NA;NA
08022;2007;NA;NA
08022;2008;NA;NA
08022;2009;NA;NA
08022;2010;NA;NA
08022;2011;NA;NA
08022;2012;NA;NA
08022;2013;NA;NA
08022;2014;NA;NA
08022;2015;NA;NA
08022;2016;NA;NA
08022;2017;NA;NA
08022;2018;NA;NA
08022;2019;NA;NA
08022;2020;NA;NA
08022;2021;NA;NA
08022;2022;NA;NA
08022;2023;NA;NA
08023;2000;NA;2014
08023;2001;NA;2014
08023;2002;NA;2014
08023;2003;NA;2014
08023;2004;NA;2014
08023;2005;NA;2014
08023;2006;NA;2014
08023;2007;NA;2014
08023;2008;NA;2014
08023;2009;NA;2014
08023;2010;NA;2014
08023;2011;NA;2014
08023;2012;NA;2014
08023;2013;NA;2014
08023;2014;Orgánica, Resto;2014
08023;2015;Orgánica, Resto;2014
08023;2016;Orgánica, Papel y cartón, Envases, Vidrio;2014
08023;2017;Orgánica, Papel y cartón, Envases;2014
08023;2018;Orgánica, Papel y cartón, Envases;2014
08023;2019;Orgánica, Papel y cartón, Envases, Vidrio;2014
08023;2020;Orgánica, Papel y cartón, Envases, Vidrio;2014
08023;2021;Orgánica, Papel y cartón, Envases, Vidrio;2014
08023;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2014
08023;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2014
08024;2000;NA;NA
08024;2001;NA;NA
08024;2002;NA;NA
08024;2003;NA;NA
08024;2004;NA;NA
08024;2005;NA;NA
08024;2006;NA;NA
08024;2007;NA;NA
08024;2008;NA;NA
08024;2009;NA;NA
08024;2010;NA;NA
08024;2011;NA;NA
08024;2012;NA;NA
08024;2013;NA;NA
08024;2014;NA;NA
08024;2015;NA;NA
08024;2016;NA;NA
08024;2017;NA;NA
08024;2018;NA;NA
08024;2019;NA;NA
08024;2020;NA;NA
08024;2021;NA;NA
08024;2022;NA;NA
08024;2023;NA;NA
08025;2000;NA;NA
08025;2001;NA;NA
08025;2002;NA;NA
08025;2003;NA;NA
08025;2004;NA;NA
08025;2005;NA;NA
08025;2006;NA;NA
08025;2007;NA;NA
08025;2008;NA;NA
08025;2009;NA;NA
08025;2010;NA;NA
08025;2011;NA;NA
08025;2012;NA;NA
08025;2013;NA;NA
08025;2014;NA;NA
08025;2015;NA;NA
08025;2016;NA;NA
08025;2017;NA;NA
08025;2018;NA;NA
08025;2019;NA;NA
08025;2020;NA;NA
08025;2021;NA;NA
08025;2022;NA;NA
08025;2023;NA;NA
43026;2000;NA;NA
43026;2001;NA;NA
43026;2002;NA;NA
43026;2003;NA;NA
43026;2004;NA;NA
43026;2005;NA;NA
43026;2006;NA;NA
43026;2007;NA;NA
43026;2008;NA;NA
43026;2009;NA;NA
43026;2010;NA;NA
43026;2011;NA;NA
43026;2012;NA;NA
43026;2013;NA;NA
43026;2014;NA;NA
43026;2015;NA;NA
43026;2016;NA;NA
43026;2017;NA;NA
43026;2018;NA;NA
43026;2019;NA;NA
43026;2020;NA;NA
43026;2021;NA;NA
43026;2022;NA;NA
43026;2023;NA;NA
08027;2000;NA;NA
08027;2001;NA;NA
08027;2002;NA;NA
08027;2003;NA;NA
08027;2004;NA;NA
08027;2005;NA;NA
08027;2006;NA;NA
08027;2007;NA;NA
08027;2008;NA;NA
08027;2009;NA;NA
08027;2010;NA;NA
08027;2011;NA;NA
08027;2012;NA;NA
08027;2013;NA;NA
08027;2014;NA;NA
08027;2015;NA;NA
08027;2016;NA;NA
08027;2017;NA;NA
08027;2018;NA;NA
08027;2019;NA;NA
08027;2020;NA;NA
08027;2021;NA;NA
08027;2022;NA;NA
08027;2023;NA;NA
25028;2000;NA;NA
25028;2001;NA;NA
25028;2002;NA;NA
25028;2003;NA;NA
25028;2004;NA;NA
25028;2005;NA;NA
25028;2006;NA;NA
25028;2007;NA;NA
25028;2008;NA;NA
25028;2009;NA;NA
25028;2010;NA;NA
25028;2011;NA;NA
25028;2012;NA;NA
25028;2013;NA;NA
25028;2014;NA;NA
25028;2015;NA;NA
25028;2016;NA;NA
25028;2017;NA;NA
25028;2018;NA;NA
25028;2019;NA;NA
25028;2020;NA;NA
25028;2021;NA;NA
25028;2022;NA;NA
25028;2023;NA;NA
43029;2000;NA;NA
43029;2001;NA;NA
43029;2002;NA;NA
43029;2003;NA;NA
43029;2004;NA;NA
43029;2005;NA;NA
43029;2006;NA;NA
43029;2007;NA;NA
43029;2008;NA;NA
43029;2009;NA;NA
43029;2010;NA;NA
43029;2011;NA;NA
43029;2012;NA;NA
43029;2013;NA;NA
43029;2014;NA;NA
43029;2015;NA;NA
43029;2016;NA;NA
43029;2017;NA;NA
43029;2018;NA;NA
43029;2019;NA;NA
43029;2020;NA;NA
43029;2021;NA;NA
43029;2022;NA;NA
43029;2023;NA;NA
08030;2000;NA;2015
08030;2001;NA;2015
08030;2002;NA;2015
08030;2003;NA;2015
08030;2004;NA;2015
08030;2005;NA;2015
08030;2006;NA;2015
08030;2007;NA;2015
08030;2008;NA;2015
08030;2009;NA;2015
08030;2010;NA;2015
08030;2011;NA;2015
08030;2012;NA;2015
08030;2013;NA;2015
08030;2014;NA;2015
08030;2015;Orgánica, Papel y cartón, Envases;2015
08030;2016;Orgánica, Resto;2015
08030;2017;Orgánica, Papel y cartón, Envases, Vidrio;2015
08030;2018;Orgánica, Papel y cartón, Envases;2015
08030;2019;Orgánica, Papel y cartón, Envases, Vidrio;2015
08030;2020;Orgánica, Papel y cartón, Envases, Vidrio;2015
08030;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2015
08030;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2015
08030;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2015
08031;2000;NA;NA
08031;2001;NA;NA
08031;2002;NA;NA
08031;2003;NA;NA
08031;2004;NA;NA
08031;2005;NA;NA
08031;2006;NA;NA
08031;2007;NA;NA
08031;2008;NA;NA
08031;2009;NA;NA
08031;2010;NA;NA
08031;2011;NA;NA
08031;2012;NA;NA
08031;2013;NA;NA
08031;2014;NA;NA
08031;2015;NA;NA
08031;2016;NA;NA
08031;2017;NA;NA
08031;2018;NA;NA
08031;2019;NA;NA
08031;2020;NA;NA
08031;2021;NA;NA
08031;2022;NA;NA
08031;2023;NA;NA
08032;2000;NA;2010
08032;2001;NA;2010
08032;2002;NA;2010
08032;2003;NA;2010
08032;2004;NA;2010
08032;2005;NA;2010
08032;2006;NA;2010
08032;2007;NA;2010
08032;2008;NA;2010
08032;2009;NA;2010
08032;2010;Orgánica, Resto;2010
08032;2011;Orgánica, Resto;2010
08032;2012;Orgánica, Papel y cartón, Envases;2010
08032;2013;Orgánica, Papel y cartón, Envases, Vidrio;2010
08032;2014;Orgánica, Papel y cartón, Envases, Vidrio;2010
08032;2015;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2010
08032;2016;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2010
08032;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2010
08032;2018;Orgánica, Papel y cartón, Envases, Vidrio;2010
08032;2019;Orgánica, Papel y cartón, Envases, Vidrio;2010
08032;2020;Orgánica, Papel y cartón, Envases, Vidrio;2010
08032;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2010
08032;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2010
08032;2023;Orgánica, Papel y cartón, Envases, Vidrio;2010
08033;2000;NA;NA
08033;2001;NA;NA
08033;2002;NA;NA
08033;2003;NA;NA
08033;2004;NA;NA
08033;2005;NA;NA
08033;2006;NA;NA
08033;2007;NA;NA
08033;2008;NA;NA
08033;2009;NA;NA
08033;2010;NA;NA
08033;2011;NA;NA
08033;2012;NA;NA
08033;2013;NA;NA
08033;2014;NA;NA
08033;2015;NA;NA
08033;2016;NA;NA
08033;2017;NA;NA
08033;2018;NA;NA
08033;2019;NA;NA
08033;2020;NA;NA
08033;2021;NA;NA
08033;2022;NA;NA
08033;2023;NA;NA
08034;2000;NA;NA
08034;2001;NA;NA
08034;2002;NA;NA
08034;2003;NA;NA
08034;2004;NA;NA
08034;2005;NA;NA
08034;2006;NA;NA
08034;2007;NA;NA
08034;2008;NA;NA
08034;2009;NA;NA
08034;2010;NA;NA
08034;2011;NA;NA
08034;2012;NA;NA
08034;2013;NA;NA
08034;2014;NA;NA
08034;2015;NA;NA
08034;2016;NA;NA
08034;2017;NA;NA
08034;2018;NA;NA
08034;2019;NA;NA
08034;2020;NA;NA
08034;2021;NA;NA
08034;2022;NA;NA
08034;2023;NA;NA
08035;2000;NA;NA
08035;2001;NA;NA
08035;2002;NA;NA
08035;2003;NA;NA
08035;2004;NA;NA
08035;2005;NA;NA
08035;2006;NA;NA
08035;2007;NA;NA
08035;2008;NA;NA
08035;2009;NA;NA
08035;2010;NA;NA
08035;2011;NA;NA
08035;2012;NA;NA
08035;2013;NA;NA
08035;2014;NA;NA
08035;2015;NA;NA
08035;2016;NA;NA
08035;2017;NA;NA
08035;2018;NA;NA
08035;2019;NA;NA
08035;2020;NA;NA
08035;2021;NA;NA
08035;2022;NA;NA
08035;2023;NA;NA
43036;2000;NA;2011
43036;2001;NA;2011
43036;2002;NA;2011
43036;2003;NA;2011
43036;2004;NA;2011
43036;2005;NA;2011
43036;2006;NA;2011
43036;2007;NA;2011
43036;2008;NA;2011
43036;2009;NA;2011
43036;2010;NA;2011
43036;2011;Orgánica, Resto;2011
43036;2012;Orgánica, Papel y cartón, Envases;2011
43036;2013;Orgánica, Papel y cartón, Envases;2011
43036;2014;Orgánica, Papel y cartón, Envases, Vidrio;2011
43036;2015;Orgánica, Papel y cartón, Envases;2011
43036;2016;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43036;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43036;2018;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43036;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43036;2020;Orgánica, Papel y cartón, Envases, Vidrio;2011
43036;2021;Orgánica, Papel y cartón, Envases, Vidrio;2011
43036;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43036;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08037;2000;NA;NA
08037;2001;NA;NA
08037;2002;NA;NA
08037;2003;NA;NA
08037;2004;NA;NA
08037;2005;NA;NA
08037;2006;NA;NA
08037;2007;NA;NA
08037;2008;NA;NA
08037;2009;NA;NA
08037;2010;NA;NA
08037;2011;NA;NA
08037;2012;NA;NA
08037;2013;NA;NA
08037;2014;NA;NA
08037;2015;NA;NA
08037;2016;NA;NA
08037;2017;NA;NA
08037;2018;NA;NA
08037;2019;NA;NA
08037;2020;NA;NA
08037;2021;NA;NA
08037;2022;NA;NA
08037;2023;NA;NA
08038;2000;NA;NA
08038;2001;NA;NA
08038;2002;NA;NA
08038;2003;NA;NA
08038;2004;NA;NA
08038;2005;NA;NA
08038;2006;NA;NA
08038;2007;NA;NA
08038;2008;NA;NA
08038;2009;NA;NA
08038;2010;NA;NA
08038;2011;NA;NA
08038;2012;NA;NA
08038;2013;NA;NA
08038;2014;NA;NA
08038;2015;NA;NA
08038;2016;NA;NA
08038;2017;NA;NA
08038;2018;NA;NA
08038;2019;NA;NA
08038;2020;NA;NA
08038;2021;NA;NA
08038;2022;NA;NA
08038;2023;NA;NA
25039;2000;NA;NA
25039;2001;NA;NA
25039;2002;NA;NA
25039;2003;NA;NA
25039;2004;NA;NA
25039;2005;NA;NA
25039;2006;NA;NA
25039;2007;NA;NA
25039;2008;NA;NA
25039;2009;NA;NA
25039;2010;NA;NA
25039;2011;NA;NA
25039;2012;NA;NA
25039;2013;NA;NA
25039;2014;NA;NA
25039;2015;NA;NA
25039;2016;NA;NA
25039;2017;NA;NA
25039;2018;NA;NA
25039;2019;NA;NA
25039;2020;NA;NA
25039;2021;NA;NA
25039;2022;NA;NA
25039;2023;NA;NA
43040;2000;NA;NA
43040;2001;NA;NA
43040;2002;NA;NA
43040;2003;NA;NA
43040;2004;NA;NA
43040;2005;NA;NA
43040;2006;NA;NA
43040;2007;NA;NA
43040;2008;NA;NA
43040;2009;NA;NA
43040;2010;NA;NA
43040;2011;NA;NA
43040;2012;NA;NA
43040;2013;NA;NA
43040;2014;NA;NA
43040;2015;NA;NA
43040;2016;NA;NA
43040;2017;NA;NA
43040;2018;NA;NA
43040;2019;NA;NA
43040;2020;NA;NA
43040;2021;NA;NA
43040;2022;NA;NA
43040;2023;NA;NA
17041;2000;NA;NA
17041;2001;NA;NA
17041;2002;NA;NA
17041;2003;NA;NA
17041;2004;NA;NA
17041;2005;NA;NA
17041;2006;NA;NA
17041;2007;NA;NA
17041;2008;NA;NA
17041;2009;NA;NA
17041;2010;NA;NA
17041;2011;NA;NA
17041;2012;NA;NA
17041;2013;NA;NA
17041;2014;NA;NA
17041;2015;NA;NA
17041;2016;NA;NA
17041;2017;NA;NA
17041;2018;NA;NA
17041;2019;NA;NA
17041;2020;NA;NA
17041;2021;NA;NA
17041;2022;NA;NA
17041;2023;NA;NA
17042;2000;NA;NA
17042;2001;NA;NA
17042;2002;NA;NA
17042;2003;NA;NA
17042;2004;NA;NA
17042;2005;NA;NA
17042;2006;NA;NA
17042;2007;NA;NA
17042;2008;NA;NA
17042;2009;NA;NA
17042;2010;NA;NA
17042;2011;NA;NA
17042;2012;NA;NA
17042;2013;NA;NA
