"id_empresa","sector","ccaa","empleados_2020","facturacion_2020_miles","intensidad_idi","running","elegible"
"E00086","Servicios","Cataluna",212,7475.1,0.0305936045293163,-0.0194063954706837,0
"E00087","Servicios","Cataluna",15,1607.3,0.0594451396698733,0.00944513966987333,1
"E00088","TIC","Cataluna",99,4121.2,0,-0.05,0
"E00089","Servicios","Madrid",54,5733.5,0.0844810841663242,0.0344810841663242,1
"E00090","Servicios","Galicia",90,4778.1,0,-0.05,0
"E00091","TIC","Valencia",124,758.2,0.062033001699112,0.012033001699112,1
"E00092","Servicios","Pais Vasco",58,9221.7,0.0898335043648229,0.0398335043648229,1
"E00093","Servicios","Valencia",47,2056.5,0.0529149311711114,0.00291493117111143,1
"E00094","Servicios","Pais Vasco",73,2766,0.0178226121443528,-0.0321773878556472,0
"E00095","Industria","Valencia",106,3247.3,0.0137652917813559,-0.0362347082186441,0
"E00096","Servicios","Valencia",207,29367.5,0.117869644231376,0.0678696442313762,1
"E00097","Industria","Cataluna",50,3962.8,0.0183574523325628,-0.0316425476674372,0
"E00098","Industria","Pais Vasco",43,3332.5,0.110297263926591,0.060297263926591,1
"E00099","Industria","Galicia",36,2388,0,-0.05,0
"E00100","TIC","Cataluna",36,13169,0.0281773219850066,-0.0218226780149934,0
"E00101","Industria","Pais Vasco",45,734.5,0.0620815488011995,0.0120815488011995,1
"E00102","Industria","Andalucia",41,1706.5,0.0790142870452734,0.0290142870452734,1
"E00103","Servicios","Galicia",25,9092.6,0,-0.05,0
"E00104","Industria","Galicia",53,1682.3,0.0384494695783435,-0.0115505304216565,0
"E00105","Comercio","Cataluna",10,3011,0.0812687503801171,0.0312687503801171,1
"E00106","Industria","Madrid",30,6294.9,0,-0.05,0
"E00107","Servicios","Valencia",218,2958.7,0.0370963924547046,-0.0129036075452954,0
"E00108","Comercio","Pais Vasco",70,4797.9,0.0103143130113681,-0.0396856869886319,0
"E00109","Comercio","Cataluna",18,1232.6,0.0248534845538862,-0.0251465154461138,0
"E00110","Industria","Galicia",58,6916.6,0.0938971083504475,0.0438971083504475,1
"E00111","TIC","Andalucia",28,3438.7,0,-0.05,0
"E00112","TIC","Cataluna",14,2195.7,0.0852102963822971,0.0352102963822971,1
"E00113","Comercio","Andalucia",32,5724.9,0.0655851024819661,0.0155851024819661,1
"E00114","Comercio","Pais Vasco",83,9260.4,0.0961758796163917,0.0461758796163917,1
"E00115","Industria","Madrid",48,5145.2,0.0437209528521327,-0.00627904714786726,0
"E00116","TIC","Cataluna",215,3216.1,0.0565043312555533,0.00650433125555328,1
"E00117","Comercio","Galicia",29,5823.5,0.0209449073690009,-0.0290550926309991,0
"E00118","TIC","Pais Vasco",38,4253.3,0.0642705597534189,0.0142705597534189,1
"E00119","TIC","Cataluna",22,2644.6,0.0244394034169371,-0.0255605965830629,0
"E00120","TIC","Pais Vasco",17,3416.9,0.0682792271676971,0.0182792271676971,1
"E00121","Industria","Pais Vasco",28,2771,0.0976065886904739,0.0476065886904739,1
"E00122","Comercio","Madrid",122,5545.2,0.0530131458298303,0.00301314582983032,1
"E00123","Industria","Galicia",75,1955.9,0.0260247349121554,-0.0239752650878446,0
"E00124","TIC","Valencia",25,14381.7,0.0533858514856776,0.00338585148567762,1
"E00125","TIC","Cataluna",33,12639.2,0.0539698768623254,0.00396987686232544,1
"E00126","Servicios","Andalucia",155,7782.2,0.0367402296416812,-0.0132597703583188,0
"E00127","Industria","Pais Vasco",50,3906.5,0.0675210285043259,0.0175210285043259,1
"E00128","Servicios","Madrid",42,2504.4,0,-0.05,0
"E00129","Industria","Madrid",64,7997.4,0.0321266693787517,-0.0178733306212483,0
"E00130","Comercio","Galicia",123,7633.6,0.0514633616174928,0.00146336161749275,1
"E00131","Servicios","Valencia",36,4829.8,0,-0.05,0
"E00132","TIC","Galicia",15,3784.8,0.109058407658198,0.0590584076581975,1
"E00133","Servicios","Cataluna",53,11870.8,0.00819973100751212,-0.0418002689924879,0
"E00134","TIC","Cataluna",7,4352.2,0.0832397639431956,0.0332397639431956,1
"E00135","TIC","Andalucia",100,3555.2,0.0638354483907061,0.0138354483907061,1
"E00136","Industria","Valencia",46,45432.5,0.0267599298516882,-0.0232400701483119,0
"E00137","Comercio","Madrid",164,3836.5,0.0540884266579958,0.00408842665799576,1
"E00138","Comercio","Madrid",10,10661.4,0.0647769298845343,0.0147769298845343,1
"E00139","TIC","Cataluna",17,3689.4,0.0896843181036861,0.0396843181036861,1
"E00140","Industria","Valencia",175,2284.1,0.0558836508290748,0.00588365082907476,1
"E00141","TIC","Madrid",58,4710.8,0.0393051236935062,-0.0106948763064938,0
"E00142","Servicios","Pais Vasco",50,4384.5,0.0240151890418252,-0.0259848109581748,0
"E00143","Industria","Madrid",64,6414,0.0408889523797745,-0.00911104762022548,0
"E00144","Servicios","Galicia",49,4243.8,0.013530941795718,-0.036469058204282,0
"E00145","Industria","Cataluna",75,4527.7,0.0513531254523683,0.00135312545236829,1
"E00146","Industria","Valencia",373,1127.7,0.0615061955072876,0.0115061955072876,1
"E00147","Industria","Pais Vasco",25,2652.8,0.0319877570801199,-0.0180122429198801,0
"E00148","Industria","Valencia",69,3923.6,0.06392187039564,0.01392187039564,1
"E00149","Industria","Andalucia",79,3615.3,0.0568119964996962,0.00681199649969621,1
"E00150","Industria","Cataluna",17,3824.9,0.049960045059424,-0.0000399549405760494,0
"E00151","TIC","Cataluna",35,4818,0.0229515267106201,-0.0270484732893799,0
"E00152","Servicios","Valencia",57,2329.1,0.0952486257028823,0.0452486257028823,1
"E00153","Comercio","Galicia",9,2853.2,0.116327216608828,0.066327216608828,1
"E00154","Servicios","Valencia",28,2448.5,0.0555613353346854,0.00556133533468538,1
"E00155","Servicios","Pais Vasco",157,16534.4,0.0944673554652969,0.0444673554652969,1
"E00156","Servicios","Cataluna",12,5024.9,0.0619463112244795,0.0119463112244795,1
"E00157","TIC","Andalucia",28,39492.5,0.0570366082977367,0.00703660829773668,1
"E00158","Comercio","Galicia",76,1299.6,0.0884938972226872,0.0384938972226872,1
"E00159","Comercio","Andalucia",37,1766.8,0.0895262270694867,0.0395262270694866,1
"E00160","TIC","Cataluna",6,5575.4,0.0294760206110133,-0.0205239793889867,0
"E00161","Industria","Pais Vasco",58,4103.7,0.0811540703680786,0.0311540703680786,1
"E00162","Industria","Galicia",11,2707.1,0.0296995272510746,-0.0203004727489254,0
"E00163","Industria","Pais Vasco",21,1524.6,0.0257116498379371,-0.0242883501620629,0
"E00164","Servicios","Galicia",71,2101.4,0.0492643637149878,-0.000735636285012241,0
"E00165","Industria","Valencia",48,3977.4,0.0424798523501662,-0.0075201476498338,0
"E00166","Servicios","Cataluna",77,7004.8,0.0421606588153244,-0.00783934118467561,0
"E00167","Comercio","Madrid",65,4460.6,0.0230387068426451,-0.026961293157355,0
"E00168","TIC","Valencia",36,2280.2,0.0406799682484603,-0.00932003175153973,0
"E00169","Industria","Valencia",31,4297.9,0.0415687542212131,-0.00843124577878687,0
"E00170","Comercio","Madrid",65,3190.6,0.059117729089905,0.00911772908990497,1
"E00171","Servicios","Galicia",23,1085.2,0.0120497690914134,-0.0379502309085866,0
"E00172","Comercio","Madrid",26,5225.8,0.0649644040847113,0.0149644040847113,1
"E00173","TIC","Valencia",60,6683.6,0.0243121918497343,-0.0256878081502657,0
"E00174","Servicios","Valencia",44,23788.8,0.0336961967732414,-0.0163038032267586,0
"E00175","TIC","Cataluna",89,14538.7,0.0656538060900021,0.0156538060900021,1
"E00176","Servicios","Pais Vasco",45,5227.1,0.0167278568063522,-0.0332721431936478,0
"E00177","Comercio","Andalucia",57,8674.1,0.103506109778113,0.0535061097781133,1
"E00178","Industria","Madrid",55,1074,0.0654360791483899,0.0154360791483899,1
"E00179","Servicios","Galicia",110,1867.8,0.0274383971397335,-0.0225616028602665,0
"E00180","Comercio","Andalucia",51,1781.6,0.0395792175025459,-0.0104207824974541,0
"E00181","Servicios","Pais Vasco",32,945,0.0522448186366103,0.00224481863661034,1
"E00182","Industria","Cataluna",283,20163,0.107418486816763,0.0574184868167628,1
"E00183","Industria","Pais Vasco",71,5168.2,0.0767684258814083,0.0267684258814083,1
"E00184","Servicios","Galicia",49,3831.6,0.0458895563855039,-0.00411044361449608,0
"E00185","Servicios","Galicia",8,1444.9,0.00527084704793782,-0.0447291529520622,0
"E00186","Servicios","Galicia",18,1729.7,0.112094965546084,0.0620949655460844,1
"E00187","TIC","Andalucia",29,11503,0.0930297175983439,0.0430297175983439,1
"E00188","Comercio","Andalucia",85,8190.7,0.00117257342211134,-0.0488274265778887,0
"E00189","Servicios","Andalucia",21,6120.9,0.0432483992097401,-0.00675160079025994,0
"E00190","Comercio","Cataluna",41,2671.6,0.0520115701709807,0.00201157017098065,1
"E00191","TIC","Madrid",26,3201.7,0.0344868105947543,-0.0155131894052457,0
"E00192","Industria","Pais Vasco",41,2769.2,0.0360938431054961,-0.0139061568945039,0
"E00193","Industria","Madrid",26,1776.9,0.0775304236696632,0.0275304236696632,1
"E00194","TIC","Galicia",38,8390.4,0.117971636821253,0.0679716368212531,1
"E00195","Servicios","Madrid",31,1412.2,0.0862704415266378,0.0362704415266378,1
"E00196","Industria","Madrid",21,7531.9,0.00803637193897752,-0.0419636280610225,0
"E00197","Comercio","Galicia",17,7167,0.0436257693081629,-0.0063742306918371,0
"E00198","Industria","Pais Vasco",62,5388.1,0.0654310434373913,0.0154310434373913,1
"E00199","Industria","Andalucia",40,1577.3,0.0870638442023304,0.0370638442023304,1
"E00200","TIC","Cataluna",78,8491.3,0.0755837872693174,0.0255837872693174,1
"E00201","TIC","Madrid",276,9500.3,0.0109016501783943,-0.0390983498216057,0
"E00202","Comercio","Pais Vasco",100,10809.6,0.0784303508267297,0.0284303508267297,1
"E00203","Comercio","Madrid",39,5407.6,0.103955060739923,0.053955060739923,1
"E00204","Servicios","Cataluna",126,1736.7,0.0349749926672815,-0.0150250073327185,0
"E00205","Servicios","Pais Vasco",71,6652.9,0.0459268772616671,-0.00407312273833291,0
"E00206","Servicios","Pais Vasco",276,1616.3,0.0409932502502431,-0.0090067497497569,0
"E00207","TIC","Galicia",75,9516.4,0.108665088156697,0.0586650881566975,1
"E00208","Servicios","Andalucia",182,3879.7,0.0481355130636965,-0.00186448693630349,0
"E00209","Servicios","Andalucia",26,8012.3,0.0486378582978677,-0.00136214170213228,0
"E00210","TIC","Galicia",97,2125.8,0.0848290526822087,0.0348290526822087,1
"E00211","Industria","Madrid",55,1486.4,0.0457170859162298,-0.00428291408377018,0
"E00212","TIC","Pais Vasco",38,7092.8,0.00152993424811017,-0.0484700657518898,0
"E00213","Industria","Pais Vasco",167,481,0.0293199987086016,-0.0206800012913984,0
"E00214","Industria","Valencia",23,3307.3,0.0371224585416159,-0.0128775414583841,0
"E00215","Industria","Valencia",9,17018.2,0.0607056845383639,0.0107056845383639,1
"E00216","Industria","Madrid",94,20595.9,0.0384090178186093,-0.0115909821813907,0
"E00217","TIC","Valencia",57,3451.3,0.0640695049935894,0.0140695049935894,1
"E00218","TIC","Madrid",36,19391.5,0,-0.05,0
"E00219","TIC","Madrid",32,15598.6,0.0219928505127335,-0.0280071494872665,0
"E00220","Industria","Madrid",227,1775.6,0.0715594217070183,0.0215594217070183,1
"E00221","TIC","Madrid",14,3411.9,0.0652422670698042,0.0152422670698042,1
"E00222","TIC","Madrid",82,1001.9,0.0343307241709453,-0.0156692758290547,0
"E00223","TIC","Madrid",142,39670,0.0199133199139164,-0.0300866800860836,0
"E00224","Comercio","Galicia",162,2383.1,0.0646477338508104,0.0146477338508104,1
"E00225","Comercio","Andalucia",74,1149.7,0.0193628714214218,-0.0306371285785782,0
"E00226","Servicios","Galicia",119,1790.1,0.0330708631139864,-0.0169291368860136,0
"E00227","Servicios","Pais Vasco",24,3057.3,0.0507327057716352,0.000732705771635152,1
"E00228","Industria","Pais Vasco",54,5640.7,0.0394185191034698,-0.0105814808965302,0
"E00229","Industria","Pais Vasco",91,2280.1,0.0322711136354612,-0.0177288863645388,0
"E00230","Industria","Andalucia",33,1358.1,0.119191163502699,0.0691911635026986,1
"E00231","Industria","Galicia",22,948.5,0.06004250797294,0.01004250797294,1
"E00232","TIC","Andalucia",28,4505.5,0.0593178929461152,0.00931789294611517,1
"E00233","Industria","Galicia",35,1608,0.0892540318263497,0.0392540318263497,1
"E00234","Servicios","Valencia",61,3453.4,0.0639389098866602,0.0139389098866602,1
"E00235","Servicios","Cataluna",27,2555.7,0.00359467029664925,-0.0464053297033507,0
"E00236","TIC","Valencia",33,536.3,0.121768340624477,0.0717683406244767,1
"E00237","Servicios","Valencia",17,1666.5,0.0684821632604327,0.0184821632604327,1
"E00238","Industria","Cataluna",30,1746.2,0.037840032161558,-0.012159967838442,0
"E00239","TIC","Cataluna",269,3198.3,0.0663880649235046,0.0163880649235046,1
"E00240","Industria","Galicia",116,3419.7,0.0567429103084437,0.00674291030844367,1
"E00241","TIC","Valencia",36,3288,0.117096327116841,0.0670963271168413,1
"E00242","Industria","Pais Vasco",12,4732.2,0.0610832015997505,0.0110832015997505,1
"E00243","Industria","Andalucia",24,483.1,0.0301792215423167,-0.0198207784576833,0
"E00244","Comercio","Valencia",38,1086.9,0.025215462988665,-0.024784537011335,0
"E00245","Industria","Pais Vasco",16,2928.6,0.0846829753202393,0.0346829753202393,1
"E00246","TIC","Cataluna",21,2018.2,0.0239016037349359,-0.0260983962650641,0
"E00247","Servicios","Madrid",51,2297.6,0.00238835703226456,-0.0476116429677354,0
"E00248","Industria","Valencia",42,1555.2,0,-0.05,0
"E00249","Industria","Galicia",27,7658.3,0.0538826041352071,0.00388260413520705,1
"E00250","TIC","Andalucia",111,1559.7,0.0501535714133872,0.000153571413387232,1
"E00251","TIC","Andalucia",24,4958.5,0.0602346754079433,0.0102346754079433,1
"E00252","Industria","Madrid",45,1164.5,0.108135106249925,0.0581351062499251,1
"E00253","Comercio","Andalucia",18,8383.5,0.0692731623945788,0.0192731623945788,1
"E00254","Servicios","Andalucia",188,7368.3,0.0108271835138785,-0.0391728164861215,0
"E00255","Comercio","Pais Vasco",59,2680.6,0.0173794301900561,-0.0326205698099439,0
"E00256","Servicios","Cataluna",78,535.1,0.120015930872738,0.0700159308727382,1
"E00257","Industria","Galicia",26,1344.5,0,-0.05,0
"E00258","Comercio","Pais Vasco",23,3951.4,0.0606607013982411,0.0106607013982411,1
"E00259","Industria","Galicia",27,7945.4,0.112386317646322,0.0623863176463223,1
"E00260","Servicios","Cataluna",38,1195.7,0.0450293035930705,-0.00497069640692955,0
"E00261","TIC","Cataluna",97,2936.2,0.0736514303423327,0.0236514303423327,1
"E00262","Industria","Madrid",53,5255.6,0.0596132192608255,0.00961321926082551,1
"E00263","TIC","Galicia",130,4709.4,0.0081974276383509,-0.0418025723616491,0
"E00264","Industria","Cataluna",41,1678,0.0391164401982973,-0.0108835598017027,0
"E00265","Industria","Madrid",37,1706.4,0.0885121563211966,0.0385121563211966,1
"E00266","TIC","Andalucia",44,4284.6,0,-0.05,0
"E00267","TIC","Madrid",93,3590.5,0.016513492138594,-0.033486507861406,0
"E00268","Industria","Andalucia",37,9928.7,0.0203825123319692,-0.0296174876680309,0
"E00269","Servicios","Valencia",35,6751.6,0.0966965262157416,0.0466965262157416,1
"E00270","Industria","Valencia",52,240.9,0.0518662404381912,0.00186624043819116,1
"E00271","Servicios","Pais Vasco",32,3397.2,0.0324618445593952,-0.0175381554406048,0
"E00272","TIC","Galicia",9,1444.8,0.0903572761764355,0.0403572761764355,1
"E00273","Servicios","Pais Vasco",81,2530.4,0.0183989912507278,-0.0316010087492722,0
"E00274","Industria","Galicia",82,5381.6,0.0591272549440874,0.00912725494408737,1
"E00275","Servicios","Valencia",13,1514,0.0680324608222017,0.0180324608222017,1
"E00276","TIC","Valencia",49,9564.2,0.00392970054847828,-0.0460702994515217,0
"E00277","Servicios","Valencia",75,875.5,0.0224037524581198,-0.0275962475418802,0
"E00278","Industria","Galicia",27,14649,0.0544967666167734,0.0044967666167734,1
"E00279","Comercio","Madrid",44,9510.6,0.00785803959961916,-0.0421419604003808,0
"E00280","Industria","Andalucia",50,9316.8,0.098441673316342,0.048441673316342,1
"E00281","Comercio","Valencia",80,9787.6,0.0832025239698566,0.0332025239698566,1
"E00282","TIC","Galicia",35,9367.7,0.0966143259644645,0.0466143259644645,1
"E00283","Industria","Cataluna",37,2079.5,0.0429161000577757,-0.00708389994222435,0
"E00284","TIC","Valencia",45,7082.6,0.0596173102859582,0.00961731028595821,1
"E00285","Comercio","Andalucia",56,4642,0.000221747793001228,-0.0497782522069988,0
"E00286","Industria","Madrid",21,4740.8,0.108936335130054,0.0589363351300538,1
"E00287","Comercio","Pais Vasco",27,1355,0.00575289463471047,-0.0442471053652895,0
"E00288","Comercio","Madrid",605,5043,0.054221980007792,0.00422198000779204,1
"E00289","Servicios","Madrid",44,430.2,0.116904813990646,0.0669048139906458,1
"E00290","Comercio","Valencia",28,2936.6,0,-0.05,0
"E00291","TIC","Andalucia",26,13983.4,0.0367144003768396,-0.0132855996231604,0
"E00292","Industria","Valencia",37,3361.4,0.0681756925259683,0.0181756925259683,1
"E00293","Industria","Cataluna",18,1895.3,0.0788787120447524,0.0288787120447524,1
"E00294","TIC","Andalucia",95,3234.3,0.0875979579950892,0.0375979579950892,1
"E00295","Servicios","Andalucia",8,2351.8,0.0905915442864564,0.0405915442864564,1
"E00296","Comercio","Valencia",53,5594.4,0.0119040699353324,-0.0380959300646676,0
"E00297","Industria","Valencia",155,3530,0.0939453356852949,0.0439453356852949,1
"E00298","Comercio","Galicia",24,4877.3,0.0253943357242468,-0.0246056642757532,0
"E00299","Industria","Pais Vasco",26,2328.7,0.0423782015886352,-0.00762179841136484,0
"E00300","Comercio","Andalucia",70,5597.7,0.106768344700586,0.0567683447005864,1
"E00301","TIC","Valencia",27,1610.2,0.062714137163655,0.012714137163655,1
"E00302","Industria","Cataluna",41,2259.9,0.103327989854891,0.0533279898548909,1
"E00303","Servicios","Andalucia",93,2739.6,0.127008540276461,0.0770085402764612,1
"E00304","TIC","Cataluna",46,4921.9,0.043221468702411,-0.00677853129758901,0
"E00305","Servicios","Valencia",132,9858.6,0,-0.05,0
"E00306","Servicios","Cataluna",14,1022.1,0.0114041277487167,-0.0385958722512833,0
"E00307","Industria","Galicia",39,1457.6,0.0809203250874141,0.0309203250874141,1
"E00308","Servicios","Cataluna",19,4688.7,0.0410302440989039,-0.00896975590109608,0
"E00309","Comercio","Valencia",14,1370.9,0.116823006030863,0.0668230060308626,1
"E00310","TIC","Madrid",50,2458.7,0.0429200328286107,-0.00707996717138926,0
"E00311","Servicios","Andalucia",47,8713.2,0.0458024982795607,-0.00419750172043932,0
"E00312","TIC","Andalucia",33,4612.5,0.0326886934339773,-0.0173113065660227,0
"E00313","Comercio","Andalucia",30,5295.4,0,-0.05,0
"E00314","Industria","Valencia",55,3843.6,0.0897631514305194,0.0397631514305194,1
"E00315","Industria","Galicia",72,3955.1,0.0553780044413013,0.00537800444130126,1
"E00316","Industria","Pais Vasco",52,2566.7,0.0539896805537965,0.00398968055379648,1
"E00317","Servicios","Pais Vasco",37,4043.8,0.0756259596010449,0.0256259596010449,1
"E00318","Servicios","Madrid",38,1588.2,0.047848315219057,-0.00215168478094298,0
"E00319","Comercio","Cataluna",62,7035.6,0.0198232631746345,-0.0301767368253655,0
"E00320","Comercio","Galicia",83,7495.8,0.141220269169589,0.0912202691695891,1
"E00321","Servicios","Galicia",98,48773.3,0.0443863147245221,-0.00561368527547795,0
"E00322","Servicios","Madrid",50,2751.3,0.00407667794643173,-0.0459233220535683,0
"E00323","Servicios","Madrid",101,3477.6,0.0430093866491232,-0.00699061335087682,0
"E00324","Industria","Galicia",160,3175.8,0,-0.05,0
"E00325","Industria","Cataluna",20,8565.9,0,-0.05,0
"E00326","Comercio","Andalucia",18,4752.4,0.0235408297928136,-0.0264591702071864,0
"E00327","Servicios","Pais Vasco",22,1169,0,-0.05,0
"E00328","Comercio","Andalucia",194,9031.6,0,-0.05,0
"E00329","Servicios","Andalucia",23,3931.1,0.110529348105658,0.0605293481056578,1
"E00330","Industria","Galicia",20,6022.8,0.0823907566956737,0.0323907566956737,1
"E00331","Servicios","Andalucia",32,5425.7,0.0352333021144918,-0.0147666978855082,0
"E00332","TIC","Galicia",189,345.5,0.0859660799330134,0.0359660799330134,1
"E00333","Servicios","Cataluna",16,5330.5,0.0783154980934356,0.0283154980934356,1
"E00334","Servicios","Madrid",17,4680.9,0.0996709158383471,0.0496709158383471,1
