"id_empresa","ccaa","sector","tamano","empleados_base","endeudamiento_base","anio_apoyo","anio","tratamiento","event_time","empleo","credito_miles","tipo_interes"
"P00052","Castilla y Leon","Manufacturas","micro",32,0.577916157432578,Inf,2017,0,NA,32,303.514781042448,4.51172839157342
"P00053","Andalucia","Comercio","micro",130,0.464831279375047,Inf,2017,0,NA,127,957.803966113517,3.57742179933887
"P00054","Andalucia","Manufacturas","micro",19,0.354018946187783,2023,2017,0,-6,23,217.549965595047,5.22458351260105
"P00055","Andalucia","Comercio","pequena",10,0.755255893006278,2021,2017,0,-4,15,49.006310119601,5.09896797611957
"P00056","Cataluna","TIC","pequena",13,0.287425319280244,2021,2017,0,-4,13,94.9496001582662,4.67565788290884
"P00057","Andalucia","TIC","pequena",11,0.274002402884686,2020,2017,0,-3,11,24.6691778903102,4.549568157453
"P00058","Valencia","Comercio","pequena",24,0.608134947061573,2021,2017,0,-4,27,333.828473694097,5.41110396216154
"P00059","Pais Vasco","Hosteleria","mediana",7,0.358930783195226,2022,2017,0,-5,4,119.902378464015,4.06093435609485
"P00060","Pais Vasco","Manufacturas","micro",17,0.299694675829716,2023,2017,0,-6,16,15.9298159933895,4.82484302178591
"P00061","Valencia","TIC","mediana",16,0.357174629231935,2022,2017,0,-5,17,177.728127109894,4.60173681707427
"P00062","Pais Vasco","Manufacturas","micro",27,0.215905997705457,2022,2017,0,-5,31,297.208213349769,4.08274937136907
"P00063","Pais Vasco","Comercio","pequena",14,0.244452593945746,Inf,2017,0,NA,14,45.581849954832,4.76531244705712
"P00064","Pais Vasco","Servicios profesionales","pequena",8,0.40079352783937,Inf,2017,0,NA,5,265.515902370791,3.88986480352572
"P00065","Valencia","Manufacturas","pequena",107,0.374778698172174,2022,2017,0,-5,108,795.078529655954,4.07659952909672
"P00066","Cataluna","Comercio","pequena",96,0.54392817800721,Inf,2017,0,NA,91,595.082491733123,4.02782432885791
"P00067","Cataluna","Hosteleria","pequena",6,0.333645718039117,2021,2017,0,-4,1,174.778777506539,3.83009866654829
"P00068","Castilla y Leon","Comercio","pequena",19,0.622209669056434,2023,2017,0,-6,20,247.119262441888,4.55765550699729
"P00069","Pais Vasco","Servicios profesionales","mediana",7,0.805717822069708,2022,2017,0,-5,9,115.088888279627,3.43489198415507
"P00070","Cataluna","Comercio","micro",34,0.833701819849216,2022,2017,0,-5,30,332.997143577637,4.44411461863126
"P00071","Pais Vasco","Manufacturas","pequena",66,0.549229338571086,Inf,2017,0,NA,68,401.471980127985,5.01489671191292
"P00072","Cataluna","Manufacturas","mediana",9,0.499971016396822,2023,2017,0,-6,15,152.999132234098,4.03243861820222
"P00073","Andalucia","Servicios profesionales","micro",9,0.767821956534586,2023,2017,0,-6,8,64.5432243939077,4.06472308425663
"P00074","Valencia","Manufacturas","micro",24,0.257915067727989,2021,2017,0,-4,24,349.625920875629,3.19558895223066
"P00075","Castilla y Leon","Hosteleria","mediana",24,0.831519408609988,2022,2017,0,-5,25,197.648094248903,4.37363192641648
"P00076","Castilla y Leon","TIC","micro",42,0.404452745266495,Inf,2017,0,NA,27,397.310365998525,4.49632746045628
"P00077","Cataluna","Servicios profesionales","pequena",39,0.542966784804672,2021,2017,0,-4,37,275.49913547832,5.42794902185957
"P00078","Pais Vasco","Comercio","micro",22,0.295086594210003,2020,2017,0,-3,18,243.654672987141,4.78016223108938
"P00079","Castilla y Leon","Manufacturas","pequena",8,0.472362848139972,Inf,2017,0,NA,8,205.924056362677,4.23099544812071
"P00080","Cataluna","Servicios profesionales","micro",16,0.392377372103464,Inf,2017,0,NA,10,293.131380895219,3.75766862110712
"P00081","Madrid","Manufacturas","micro",126,0.308213879270276,2021,2017,0,-4,120,930.540598698908,4.69713865167874
"P00082","Madrid","TIC","micro",16,0.335019744086295,Inf,2017,0,NA,21,152.996523673981,4.65394529120819
"P00083","Madrid","Servicios profesionales","mediana",9,0.596833802746695,Inf,2017,0,NA,21,219.12540588026,5.30323404662329
"P00084","Madrid","TIC","pequena",22,0.750660502656041,2020,2017,0,-3,27,187.334557196008,4.03587089447499
"P00085","Andalucia","Hosteleria","micro",3,0.553519876667891,Inf,2017,0,NA,7,176.660568787938,4.43147023914807
"P00086","Madrid","Servicios profesionales","pequena",15,0.511405459609184,2023,2017,0,-6,12,203.845785350545,3.43290827495594
"P00087","Andalucia","Hosteleria","micro",8,0.555180256459258,Inf,2017,0,NA,6,255.445685006827,4.77174422418787
"P00088","Valencia","Servicios profesionales","pequena",29,0.421550876870033,Inf,2017,0,NA,28,189.795323933641,4.89372474782499
"P00089","Andalucia","Hosteleria","micro",14,0.326759924127044,2021,2017,0,-4,13,224.954633915234,4.06271048357395
"P00090","Madrid","Hosteleria","micro",33,0.577486469971525,2020,2017,0,-3,24,310.618151747011,4.59776135359293
"P00091","Madrid","Manufacturas","micro",7,0.402208684829868,Inf,2017,0,NA,2,78.8926495859584,3.69787180132546
"P00092","Pais Vasco","TIC","micro",11,0.602214487948225,2023,2017,0,-6,8,127.695261114993,4.58379350872226
"P00093","Cataluna","Manufacturas","pequena",19,0.634026146048581,Inf,2017,0,NA,23,191.067344362057,4.22862915484312
"P00094","Castilla y Leon","Servicios profesionales","pequena",30,0.496150617658426,2021,2017,0,-4,30,231.418011011276,3.92620483971081
"P00095","Castilla y Leon","Manufacturas","micro",3,0.518249060759323,Inf,2017,0,NA,3,15.4378776913601,5.10107744748739
"P00096","Andalucia","Manufacturas","mediana",28,0.508960145298781,2020,2017,0,-3,40,180.479101866937,4.4274011131271
"P00097","Pais Vasco","TIC","pequena",17,0.6683190833757,Inf,2017,0,NA,15,285.472130153759,4.39053108218445
"P00098","Madrid","Manufacturas","micro",38,0.61318483904049,2023,2017,0,-6,41,362.203329216912,5.15418716070452
"P00099","Cataluna","TIC","mediana",15,0.364177900319444,2023,2017,0,-6,11,179.912647798921,4.00176257264238
"P00100","Madrid","Hosteleria","pequena",22,0.533630779057399,Inf,2017,0,NA,25,125.49894810333,2.86219047511333
"P00101","Valencia","TIC","micro",12,0.366583797351982,2022,2017,0,-5,7,195.684614856053,4.63180368695092
"P00102","Valencia","Manufacturas","pequena",22,0.547755377364936,2021,2017,0,-4,19,184.43049713725,3.84416998606314
"P00103","Andalucia","Manufacturas","pequena",5,0.583946470950531,2022,2017,0,-5,8,60.4909097758215,3.84480118708565
"P00104","Andalucia","Manufacturas","micro",11,0.1062266590325,2021,2017,0,-4,13,191.313571109502,3.97677962753283
"P00105","Castilla y Leon","Manufacturas","pequena",46,0.704052722622618,Inf,2017,0,NA,43,336.405873394526,4.24950672343425
"P00106","Andalucia","Comercio","micro",56,0.299609824204416,Inf,2017,0,NA,51,319.889681401596,4.26511514830083
"P00107","Castilla y Leon","Manufacturas","pequena",21,0.440143886979692,Inf,2017,0,NA,20,424.306519642126,4.11567572139928
"P00108","Cataluna","Manufacturas","micro",22,0.609406503082328,Inf,2017,0,NA,16,304.339787015241,4.41717777030503
"P00109","Castilla y Leon","Manufacturas","pequena",21,0.488268544753474,2021,2017,0,-4,21,312.343338551426,4.88210993015213
"P00110","Madrid","Servicios profesionales","micro",3,0.484513706659303,2020,2017,0,-3,1,107.151444032027,5.08429613225973
"P00111","Castilla y Leon","Hosteleria","mediana",78,0.625018432642456,Inf,2017,0,NA,75,500.591718546472,4.24936836838765
"P00112","Castilla y Leon","Hosteleria","micro",18,0.48801979229051,Inf,2017,0,NA,16,255.151160398434,4.72256679138977
"P00113","Madrid","Servicios profesionales","mediana",8,0.769703667656068,2022,2017,0,-5,15,248.171323268765,4.533296974213
"P00114","Andalucia","TIC","micro",12,0.384248649319708,Inf,2017,0,NA,10,115.061056970736,4.87528759098812
"P00115","Cataluna","Servicios profesionales","micro",8,0.471308207128721,Inf,2017,0,NA,2,143.345171397556,3.4419150596073
"P00116","Valencia","Comercio","mediana",23,0.768895225588888,2021,2017,0,-4,25,131.589791293442,3.78355624124785
"P00117","Andalucia","Servicios profesionales","pequena",12,0.432661219191786,2021,2017,0,-4,10,209.207561460002,4.4170933503672
"P00118","Pais Vasco","Manufacturas","micro",4,0.550040473632166,Inf,2017,0,NA,1,247.83816769198,4.82264001692143
"P00119","Pais Vasco","Hosteleria","micro",16,0.603800030018238,2021,2017,0,-4,14,268.745221378076,5.06433627460871
"P00120","Cataluna","Servicios profesionales","pequena",11,0.466888133763961,2020,2017,0,-3,12,212.126451615961,4.7543536159131
"P00121","Andalucia","Hosteleria","micro",21,0.212584858119755,Inf,2017,0,NA,14,0,4.90886444624739
"P00122","Cataluna","Manufacturas","pequena",3,0.574730828500875,2020,2017,0,-3,5,102.939170803681,5.09334086895057
"P00123","Cataluna","Servicios profesionales","micro",9,0.824098937515746,2020,2017,0,-3,9,248.24608651971,4.03056000077122
"P00124","Madrid","Manufacturas","micro",10,0.204020679685699,2022,2017,0,-5,7,196.318238815725,4.34167069533896
"P00125","Castilla y Leon","Hosteleria","micro",9,0.555589710569068,2023,2017,0,-6,8,198.032442488799,4.77919126833278
"P00126","Andalucia","Hosteleria","micro",6,0.567088426639831,2020,2017,0,-3,9,72.2874426109706,4.67219839742665
"P00127","Castilla y Leon","Comercio","pequena",34,0.358014195988266,2021,2017,0,-4,33,383.922888263926,3.9110144453118
"P00128","Pais Vasco","TIC","mediana",24,0.715477669547897,Inf,2017,0,NA,32,313.719417008979,4.78440055553913
"P00129","Madrid","Manufacturas","pequena",24,0.252697344162513,2021,2017,0,-4,22,223.035620506129,4.89039737542262
"P00130","Pais Vasco","Manufacturas","micro",19,0.574031565022284,2021,2017,0,-4,21,172.856829481804,5.12107257945373
"P00131","Cataluna","Hosteleria","mediana",8,0.655354145653013,2021,2017,0,-4,16,118.252301003341,5.47182160819579
"P00132","Pais Vasco","Manufacturas","mediana",11,0.426774733564505,2020,2017,0,-3,18,11.0968862214761,4.24104045233422
"P00133","Pais Vasco","Comercio","pequena",69,0.655515525234579,Inf,2017,0,NA,67,287.019066398302,4.2456073143163
"P00134","Madrid","Hosteleria","micro",50,0.387716546735846,2020,2017,0,-3,48,311.053641727528,4.71738307144562
"P00135","Pais Vasco","Servicios profesionales","micro",19,0.574327659733808,Inf,2017,0,NA,17,68.2412182668974,4.99150804704969
"P00136","Pais Vasco","Servicios profesionales","pequena",15,0.546166662861142,2020,2017,0,-3,13,303.668784495615,5.26358848127156
"P00137","Valencia","Comercio","pequena",8,0.604971667514797,Inf,2017,0,NA,9,159.589775768338,4.96493998230816
"P00138","Andalucia","Manufacturas","micro",5,0.278671845217836,Inf,2017,0,NA,1,0,4.86974242583204
"P00139","Castilla y Leon","TIC","micro",105,0.674763265273909,Inf,2017,0,NA,99,760.095565265668,4.65798261309848
"P00140","Pais Vasco","Comercio","micro",27,0.178410622086797,2022,2017,0,-5,24,230.610904310543,4.60514643505855
"P00141","Cataluna","Comercio","micro",92,0.496025783471609,Inf,2017,0,NA,88,621.264524155003,4.07544205891008
"P00142","Pais Vasco","Manufacturas","pequena",6,0.613682969938877,Inf,2017,0,NA,1,15.4681913577382,4.73465641988512
"P00143","Madrid","Comercio","pequena",16,0.573205169405635,2020,2017,0,-3,10,280.716703889421,4.9526768827431
"P00144","Andalucia","Hosteleria","pequena",33,0.742477502025188,2021,2017,0,-4,33,276.382382002419,4.35440948711187
"P00145","Pais Vasco","Servicios profesionales","mediana",25,0.750380394069595,Inf,2017,0,NA,24,279.574505452016,4.63825420509671
"P00146","Valencia","Comercio","mediana",31,0.423568958521567,2023,2017,0,-6,38,282.621929038099,3.83095490606131
"P00147","Madrid","Manufacturas","mediana",11,0.793340544366331,Inf,2017,0,NA,15,268.193375895959,4.30017144603638
"P00148","Pais Vasco","Manufacturas","micro",73,0.234637784338056,Inf,2017,0,NA,67,496.313371722878,4.16904444925295
"P00149","Madrid","Servicios profesionales","mediana",12,0.574734016346288,2021,2017,0,-4,14,63.5083327723755,4.45278971681643
"P00150","Madrid","TIC","mediana",7,0.456271250098047,2022,2017,0,-5,13,126.349329327296,4.363129596375
"P00151","Andalucia","Servicios profesionales","mediana",14,0.486654474139076,2022,2017,0,-5,21,175.4980218638,3.94239006287739
"P00152","Madrid","Manufacturas","micro",23,0.467132735869346,2021,2017,0,-4,22,215.32251956409,5.09881976645672
"P00153","Pais Vasco","TIC","pequena",17,0.491353137484493,2023,2017,0,-6,21,35.2669943297795,4.66531394294962
"P00154","Pais Vasco","Manufacturas","pequena",38,9,2021,2017,0,-4,33,393.353506785264,4.78627807843775
"P00155","Cataluna","TIC","pequena",8,0.796403072105311,2022,2017,0,-5,10,235.206875265333,3.5624628916009
"P00156","Pais Vasco","Servicios profesionales","micro",34,0.186866727837692,2022,2017,0,-5,31,282.019969894271,5.34333387160438
"P00157","Pais Vasco","Comercio","micro",30,0.386304582856299,2023,2017,0,-6,26,335.203473174112,4.21471289552857
"P00158","Madrid","Hosteleria","micro",6,0.450952486896898,Inf,2017,0,NA,5,221.984720105647,4.37585285911454
"P00159","Castilla y Leon","Manufacturas","micro",11,0.481708574552012,2023,2017,0,-6,9,254.046691660984,4.10277172086911
"P00160","Pais Vasco","Hosteleria","micro",100,0.51452378236934,Inf,2017,0,NA,99,631.194167103174,4.559692831706
"P00161","Valencia","Servicios profesionales","mediana",33,0.479108091531973,2021,2017,0,-4,34,314.707747523546,5.20480085791079
"P00162","Madrid","Manufacturas","pequena",39,0.528273111511071,2020,2017,0,-3,45,362.526803414035,3.97118975619389
"P00163","Castilla y Leon","Manufacturas","micro",30,0.473392490851151,Inf,2017,0,NA,28,318.143796927109,4.19566252355383
"P00164","Andalucia","Comercio","pequena",19,0.05,2021,2017,0,-4,16,223.595635291625,5.04033313152893
"P00165","Madrid","Comercio","pequena",23,0.492468675968588,2022,2017,0,-5,27,253.903794399007,4.21406858578542
"P00166","Valencia","Comercio","pequena",93,0.518523982889129,Inf,2017,0,NA,88,713.903169954195,5.32699365447283
"P00167","Pais Vasco","Comercio","micro",21,0.39526493604823,2020,2017,0,-3,20,143.066096227033,4.67036208528683
"P00168","Castilla y Leon","Manufacturas","pequena",22,0.48928164357701,Inf,2017,0,NA,15,195.387812461245,4.13860133946523
"P00169","Madrid","Manufacturas","pequena",28,0.581806622518383,Inf,2017,0,NA,28,208.493227679863,5.28397424223743
"P00170","Cataluna","Manufacturas","micro",21,0.177388012018516,2022,2017,0,-5,24,242.408378323521,5.28192886769563
"P00171","Cataluna","Servicios profesionales","mediana",16,0.430527928342319,Inf,2017,0,NA,23,165.993358914476,4.98605151991933
"P00172","Andalucia","TIC","micro",7,0.257455766936268,Inf,2017,0,NA,10,145.155838013658,4.61834200726954
"P00173","Andalucia","Hosteleria","pequena",56,0.68528714731891,Inf,2017,0,NA,59,293.162681335602,4.40722024200333
"P00174","Pais Vasco","Servicios profesionales","micro",27,0.515038689709396,2023,2017,0,-6,22,227.632026324518,4.83111815024333
"P00175","Andalucia","Manufacturas","mediana",15,0.373211078580869,Inf,2017,0,NA,19,244.369191291725,4.90123383246664
"P00176","Castilla y Leon","TIC","micro",44,0.501643434763135,2020,2017,0,-3,42,251.429546308281,4.23339614064944
"P00177","Andalucia","Comercio","pequena",7,0.249305436970701,2022,2017,0,-5,12,87.5289321609591,5.21551292917035
"P00178","Castilla y Leon","Manufacturas","micro",2,0.214125394241304,Inf,2017,0,NA,1,86.1850902963705,4.80655217997982
"P00179","Madrid","Comercio","pequena",10,0.350682716871348,2023,2017,0,-6,5,162.725584504066,5.00209296785241
"P00180","Cataluna","TIC","micro",30,1.11455589636059,2021,2017,0,-4,26,148.33761532958,4.30378568179538
"P00181","Madrid","Manufacturas","micro",4,0.784718584154426,2021,2017,0,-4,8,50.153092743158,4.86226168056984
"P00182","Madrid","TIC","pequena",12,0.31369468252851,Inf,2017,0,NA,16,27.0278282369166,5.11170420189079
"P00183","Pais Vasco","Servicios profesionales","micro",7,0.905886472219886,2020,2017,0,-3,3,80.6656093177379,4.32236641080628
"P00184","Valencia","Servicios profesionales","micro",15,0.579884207360531,Inf,2017,0,NA,15,260.516788959345,4.3010654730489
"P00185","Castilla y Leon","Manufacturas","micro",24,0.311823485777567,Inf,2017,0,NA,21,269.548864095403,4.55896211261527
"P00186","Madrid","Comercio","micro",22,0.724426010622921,2022,2017,0,-5,21,243.325188733166,4.5370337712743
"P00187","Pais Vasco","Servicios profesionales","micro",43,0.67379411458844,2021,2017,0,-4,43,328.343280008926,5.35538831054181
"P00188","Cataluna","Manufacturas","micro",19,0.490468411122036,2023,2017,0,-6,13,151.356887241334,4.7738913777273
"P00189","Andalucia","Hosteleria","micro",9,0.887540660433526,Inf,2017,0,NA,4,159.033166334114,4.1705639950291
"P00190","Andalucia","Comercio","micro",7,0.40749840550004,Inf,2017,0,NA,3,100.426771725487,4.61726950428355
"P00191","Andalucia","TIC","micro",15,0.367542373823259,Inf,2017,0,NA,16,184.761876239855,4.50708944238064
"P00192","Castilla y Leon","Servicios profesionales","pequena",8,0.31984060635852,2023,2017,0,-6,12,70.3285582543326,4.33164871573508
"P00193","Valencia","Manufacturas","pequena",50,0.586445759410437,2021,2017,0,-4,45,225.079535475462,4.69797287736995
"P00194","Madrid","Comercio","pequena",19,0.701010501947277,Inf,2017,0,NA,16,236.040011732051,3.79961934443594
"P00195","Valencia","Manufacturas","pequena",6,0.525665554227335,2020,2017,0,-3,9,183.974781775178,5.14585891535878
"P00196","Castilla y Leon","Hosteleria","micro",31,0.416055370230664,2021,2017,0,-4,32,253.471660212031,5.02387276991059
"P00197","Cataluna","Comercio","pequena",13,0.24687513876401,Inf,2017,0,NA,14,0,4.66306260830661
"P00198","Andalucia","Comercio","micro",24,0.469809971850211,2023,2017,0,-6,27,184.486867584437,4.22642723901094
"P00199","Pais Vasco","TIC","mediana",44,0.704045564167883,2021,2017,0,-4,46,432.052862059617,4.21195872968707
"P00200","Valencia","Servicios profesionales","micro",19,0.156856075981205,Inf,2017,0,NA,15,365.81059665957,4.7714199776644
"P00201","Pais Vasco","TIC","pequena",15,0.297749398362312,2021,2017,0,-4,12,100.127025950691,4.12942567649772
"P00202","Castilla y Leon","Servicios profesionales","micro",5,0.643337578479294,2022,2017,0,-5,1,103.485677180599,3.85655130024453
"P00203","Cataluna","TIC","pequena",6,0.307995826896483,2021,2017,0,-4,8,78.4402245004595,4.37896819760354
"P00204","Cataluna","Hosteleria","micro",16,0.433112294586683,2020,2017,0,-3,15,207.657370860708,4.46623607038753
"P00205","Castilla y Leon","Hosteleria","micro",51,0.670348159936559,2020,2017,0,-3,47,266.111851365837,4.49461476635987
"P00206","Cataluna","Comercio","micro",17,0.303492870295893,Inf,2017,0,NA,11,209.890413011798,4.00969912334364
"P00207","Valencia","Servicios profesionales","micro",13,0.699194235379724,2022,2017,0,-5,12,89.7958593045927,4.41259156764994
"P00208","Cataluna","Manufacturas","pequena",44,0.294616062821054,Inf,2017,0,NA,48,427.653618728499,4.52330881286948
"P00209","Cataluna","Manufacturas","pequena",17,0.596849195595131,2020,2017,0,-3,22,129.432037297468,4.45127983017589
"P00210","Andalucia","Manufacturas","micro",15,0.339809151126368,Inf,2017,0,NA,13,157.144768856297,4.72794102935825
"P00211","Castilla y Leon","Comercio","pequena",14,0.486236880993273,2021,2017,0,-4,15,187.369147516028,4.22661190278122
"P00212","Castilla y Leon","TIC","mediana",9,0.84055935490541,Inf,2017,0,NA,10,88.8814557331146,4.27743770146232
"P00213","Valencia","Hosteleria","micro",47,0.685905215523446,2020,2017,0,-3,49,327.747227012242,4.32901891456453
"P00214","Madrid","Comercio","micro",16,0.516261071919015,2023,2017,0,-6,22,212.094852091956,3.97969724669495
"P00215","Andalucia","TIC","micro",54,0.741293690391529,Inf,2017,0,NA,48,317.154355863238,4.03597524053273
"P00216","Cataluna","Manufacturas","pequena",8,0.442478205300651,Inf,2017,0,NA,4,152.812882397836,4.62910703820476
"P00217","Cataluna","Comercio","mediana",25,0.620994317095151,Inf,2017,0,NA,18,219.870212079747,4.54630586227264
"P00218","Pais Vasco","Hosteleria","pequena",14,0.277182624716561,2020,2017,0,-3,21,56.748897295168,4.76012828219446
"P00219","Pais Vasco","TIC","mediana",6,0.628147761074117,Inf,2017,0,NA,13,60.2247760607235,4.44093894683031
"P00220","Valencia","Manufacturas","micro",25,0.692924150920292,Inf,2017,0,NA,22,133.154755153046,3.97267514197248
"P00221","Pais Vasco","Comercio","pequena",10,0.290280907737554,2021,2017,0,-4,20,181.553608601026,4.8280358527417
"P00222","Madrid","Hosteleria","pequena",20,0.71708041722822,2021,2017,0,-4,19,307.824192323351,4.60533268448193
"P00223","Pais Vasco","Hosteleria","micro",14,0.5367076419033,Inf,2017,0,NA,11,151.475917342358,3.90568622016932
"P00224","Pais Vasco","Manufacturas","pequena",40,0.514055806278588,2021,2017,0,-4,46,313.949540620975,4.59657179318857
"P00225","Castilla y Leon","Hosteleria","mediana",20,0.496068243554629,Inf,2017,0,NA,35,290.441349200444,4.18068862253117
"P00226","Valencia","TIC","pequena",11,0.542587649604554,2023,2017,0,-6,7,0,4.40150847718271
"P00227","Valencia","Hosteleria","micro",22,0.376196279987553,2020,2017,0,-3,15,119.333979586768,4.32644690742184
"P00228","Valencia","Manufacturas","pequena",6,0.556429270727512,Inf,2017,0,NA,7,153.893166380696,4.54822689403957
"P00229","Madrid","Comercio","pequena",7,0.762376952154293,2022,2017,0,-5,7,219.193224354488,4.21688709580488
"P00230","Andalucia","Servicios profesionales","micro",9,0.313558449242401,2021,2017,0,-4,2,135.276583059955,4.14676156569783
"P00231","Valencia","Manufacturas","pequena",18,0.565362644028165,2020,2017,0,-3,15,226.109943323098,3.30322916668157
